기준_년_코드,기준_분기_코드,상권_코드,점포수,시간대_00~06_매출_금액_평균,시간대_06~11_매출_금액_평균,시간대_11~14_매출_금액_평균,시간대_14~17_매출_금액_평균,시간대_17~21_매출_금액_평균,시간대_21~24_매출_금액_평균,총 상주인구 수,총 가구 수,아파트 가구 수,비아파트 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,폴리곤_좌표,상권_중앙위경도_값
2020,3,2120194,47,106664.02590194266,160449.18755781683,162006.24514338575,147415.42275670674,224605.17738205363,137399.18917668826,2556.0,1687.0,0.0,1687.0,12628.0,60.0,8.0,410.0,314.0,72.0,26.0,36.0,66.0,1670711,280321,357315,286031,285316,299676,162052,254745,266462,259552,265974,261402,193069,169508,202978,445363,11680,"POLYGON ((202998.7254 445536.90410000103, 203008.0493 445511.925799999, 203033.3371 445521.2226, 203119.9668 445553.0713, 203136.5703 445509.0299, 203163.6269 445519.2082, 203176.0128 445523.8674, 203197.3635 445531.898700001, 203225.9631 445542.6571, 203263.7796 445493.318, 203288.1414 445427.9331, 203288.1818 445427.9475, 203288.4259 445427.225, 203320.2656 445343.780200001, 203325.1395 445343.7753, 203350.1453 445277.680299999, 203287.8322 445254.5154, 203249.2267 445240.16389999905, 203219.5892 445229.146500001, 203188.6286 445217.6371, 203158.854 445206.568700001, 203126.5455 445194.5582, 203152.0034 445126.4463, 203177.3753 445058.562200001, 203150.2458 445048.464299999, 203136.1963 445043.234999999, 203102.0553 445030.5272, 203062.4746 445015.638800001, 203049.5012 445010.7587, 203028.0033 445002.6723, 203019.5236 444996.4312, 202966.5294 445032.459000001, 202928.6473 445058.214199999, 202901.0222 445017.5441, 202888.3126 444998.8331, 202856.0345 445020.6383, 202838.9105 445032.707, 202905.2274 445130.7423, 202896.585 445154.0989, 202812.4818 445150.84060000104, 202780.7786 445234.827099999, 202713.8526 445209.461100001, 202683.1869 445197.838300001, 202680.8254 445196.9432, 202669.6938 445192.724199999, 202629.756 445177.5889, 202629.5216 445178.2049, 202604.1769 445245.168400001, 202636.8747 445257.54329999903, 202638.6865 445253.96900000103, 202645.7167 445235.3992, 202736.6396 445269.8621, 202726.6497 445291.5195, 202729.6101 445292.639900001, 202754.9378 445302.22540000104, 202785.4663 445313.7799, 202815.2909 445325.0672, 202844.4155 445336.089600001, 202876.0861 445348.076099999, 202859.3741 445392.53979999904, 202856.5143 445400.1483, 202851.5242 445413.424799999, 202841.8168 445439.251700001, 202719.9046 445393.599099999, 202706.3491 445428.954600001, 202782.7719 445468.4626, 202841.8579 445499.007200001, 202827.2044 445537.605599999, 202808.7827 445586.129000001, 202883.9767 445614.1472, 202888.3208 445615.9659, 202888.2509 445616.1545, 202856.4302 445701.9471, 202926.9745 445729.04869999905, 202932.6547 445713.902899999, 202956.8456 445649.096899999, 202971.9681 445608.5844, 202978.4664 445591.176200001, 202992.0268 445554.849199999, 202998.7254 445536.90410000103))","37.50773372300574, 127.03368156281698"
2020,3,2120195,12,71867.26811594203,136711.39945652173,150160.95923913043,125078.48007246376,168661.7708333333,93281.49637681158,455.0,237.0,0.0,237.0,5611.0,8.0,6.0,26.0,12.0,18.0,24.0,23.0,1.0,995515,125596,168442,182195,195637,223059,100584,141045,151830,148920,152139,158547,137160,105873,203013,447534,11680,"POLYGON ((203254.8438 447524.723300001, 203263.2452 447438.3092, 203196.4254 447458.488, 203178.8055 447395.5372, 203144.0656 447405.192600001, 203137.9166 447406.9014, 203101.4868 447417.027799999, 203065.3069 447427.0831, 203057.191 447402.5667, 203045.9599 447368.6403, 203030.1419 447320.8583, 202942.1563 447344.5057, 202945.6738 447377.0186, 202951.6468 447432.222100001, 202954.4254 447457.90200000105, 202961.5903 447524.125600001, 202965.8725 447563.705399999, 202907.2301 447566.5832, 202888.2611 447567.514, 202794.2828 447572.126499999, 202786.1744 447599.7381, 202762.9663 447678.7711, 202776.8961 447685.531300001, 202794.8818 447693.2466, 202798.6398 447694.875600001, 202805.2457 447697.9517, 202825.7014 447705.0319, 202848.8851 447713.812200001, 202853.8111 447715.5943, 202859.17 447716.9484, 202859.2299 447716.965299999, 202868.0484 447719.932800001, 202878.6047 447722.4827, 202886.6043 447724.485400001, 202893.6245 447726.242900001, 202923.9242 447732.5933, 202954.5139 447737.363700001, 202985.3036 447740.564300001, 202985.8359 447740.59180000104, 202999.7798 447741.3135, 203015.1875 447742.111099999, 203016.2232 447742.1647, 203033.5371 447742.193, 203047.183 447742.16520000104, 203078.1028 447740.5757, 203101.8237 447738.1185, 203108.8926 447737.386299999, 203118.6694 447735.8619, 203130.6099 447734.0001, 203139.4824 447732.61669999897, 203155.0361 447729.3629, 203159.0629 447728.520400001, 203164.7043 447727.3402, 203184.8022 447722.5276, 203189.8069 447721.067700001, 203200.85570000001 447717.844699999, 203209.9969 447715.178099999, 203214.5221 447713.85810000106, 203237.368 447706.553200001, 203257.305 447700.17830000096, 203261.4876 447698.8409, 203263.5199 447698.191, 203247.3381 447640.37930000003, 203242.0764 447621.5833, 203236.9028 447603.09940000105, 203247.5166 447600.0886, 203251.759 447556.452500001, 203254.8438 447524.723300001))","37.527294390847324, 127.0340863134583"
2020,3,2120196,16,112796.36616847826,233177.13315217392,199279.11005434784,153352.1739130435,246131.1841032609,154139.34442934784,1385.0,903.0,0.0,903.0,9687.0,26.0,0.0,23.0,28.0,11.0,29.0,6.0,32.0,814904,138354,168365,141663,140080,146805,79638,124880,130974,128212,130984,128998,90151,80705,203125,446192,11680,"POLYGON ((203128.3438 446406.9101, 203128.321 446400.03859999997, 203174.7244 446413.3562, 203206.794 446422.5605, 203249.9735 446434.9571, 203265.3344 446439.366800001, 203272.1852 446441.3334, 203320.8266 446455.2981, 203313.5072 446420.065300001, 203304.562 446377.010500001, 203294.8329 446330.183700001, 203283.4318 446275.305, 203282.9962 446187.365700001, 203295.8317 446153.632200001, 203307.7331 446122.35359999904, 203310.629 446114.742799999, 203334.92 446050.9027, 203213.0448 446005.07, 203211.7498 445937.650599999, 203211.6659 445933.276699999, 203226.0457 445894.228700001, 203243.377 445847.1658, 203207.8547 445833.816299999, 203164.1132 445817.377900001, 203117.5928 445800.0222, 203087.4972 445788.7938, 203076.6158 445821.9504, 203064.8442 445857.8179, 203057.261 445880.9256, 203027.3034 445869.8642, 202995.1368 445857.9877, 202955.9263 445843.5107, 202948.3845 445840.72609999997, 202926.7408 445898.4563, 202929.2039 445899.3892, 202944.0775 445905.022500001, 202952.9974 445908.400599999, 202967.5998 445913.931600001, 202971.0541 445915.2399, 203000.3827 445926.347300001, 203016.4023 445932.2158, 203050.874 445944.84400000103, 203049.1696 445977.67840000096, 203047.8071 446003.9254, 203045.3331 446051.5812, 203045.2163 446053.83, 203043.0956 446094.6676, 203043.7722 446183.891899999, 203044.1647 446272.257099999, 203044.3521 446314.5219, 202999.9306 446303.9462, 202981.4886 446379.496300001, 202972.4566 446378.2333, 202938.7471 446365.070699999, 202920.2874 446357.862400001, 202918.0231 446452.680400001, 202917.1833 446487.83940000104, 202915.8124 446545.2479, 203011.5602 446572.5331, 203096.3232 446596.6884, 203106.0426 446568.869899999, 203120.7352 446526.5155, 203121.1861 446523.9253, 203124.7981 446502.8837, 203125.098 446499.4157, 203126.5287 446482.8748, 203127.9397 446430.953299999, 203128.3438 446406.9101))","37.51520256206142, 127.03534767368451"
2020,3,2120197,143,145720.8540589845,288570.2186074795,296303.6266342353,213238.4291577987,320781.7650501672,212790.84265734267,5436.0,3697.0,0.0,3697.0,58694.0,100.0,12.0,790.0,427.0,188.0,113.0,21.0,37.0,3509396,471573,743553,678211,680369,640530,295160,562928,595575,575614,591263,570911,333813,279293,203197,444543,11680,"POLYGON ((203177.3753 445058.562200001, 203229.9201 444917.97519999905, 203281.7594 444937.3289, 203294.9618 444902.385399999, 203308.2853 444867.119899999, 203321.3487 444832.5414, 203381.3579 444857.0701, 203368.1654 444891.876700001, 203398.0401 444904.5331, 203429.5903 444917.1571, 203459.883 444930.252800001, 203490.1636 444942.5032, 203521.5071 444955.159600001, 203551.2721 444967.8894, 203552.6738 444964.132999999, 203578.3196 444895.4111, 203596.9332 444850.432700001, 203613.6078 444810.1384, 203641.7128 444742.225299999, 203641.6898 444742.03570000106, 203641.7766 444742.0692, 203661.0443 444695.036, 203674.4156 444662.4465, 203676.9927 444656.1285, 203692.5423 444618.1952, 203653.3378 444602.208699999, 203673.1085 444549.9444, 203695.0152 444492.0342, 203610.6784 444460.746099999, 203604.4894 444460.778999999, 203566.2021 444446.4835, 203526.8567 444550.745999999, 203484.0553 444533.40650000103, 203446.4558 444518.1731, 203442.5609 444512.8369, 203409.446 444467.5088, 203435.6559 444397.6668, 203479.8722 444414.191400001, 203516.8126 444315.012800001, 203472.8241 444298.54020000104, 203437.8658 444285.4438, 203388.5804 444266.9802, 203388.5609 444267.033, 203387.2398 444266.462300001, 203341.473 444248.713500001, 203253.34100000001 444233.566099999, 203208.7105 444225.89550000103, 203182.3638 444221.3671, 203146.1872 444215.149599999, 203135.2722 444213.273399999, 203112.1755 444209.30409999896, 203110.4977 444204.325999999, 203105.2679 444188.8091, 203100.8981 444175.846100001, 203091.8737 444149.0713, 203076.1265 444102.35339999903, 203037.499 444087.7239, 202976.658 444064.6811, 202964.6241 444060.1239, 202883.9572 444029.57279999903, 202828.8434 444175.016799999, 202815.3329 444210.670299999, 202786.1859 444287.589199999, 202745.4755 444395.0266, 202722.3617 444455.4038, 202711.4884 444483.805400001, 202700.2609 444513.132999999, 202776.9208 444542.5689, 202752.209 444606.492000001, 202742.0393 444632.7991, 202731.6113 444659.7743, 202749.6045 444666.6834, 202758.5171 444670.10579999903, 202770.2093 444674.5955, 202808.7282 444689.386299999, 202841.6458 444702.7589, 202859.8685 444710.16190000105, 202910.0348 444730.60459999903, 202917.639 444711.013900001, 202931.5615 444675.1434, 202961.6298 444703.490599999, 202968.7056 444710.161699999, 202975.4494 444716.5197, 202975.2654 444716.7147, 202974.8528 444757.3314, 202974.1897 444822.502800001, 203009.6412 444835.738299999, 203046.4587 444849.482799999, 203080.5332 444862.203199999, 203059.6185 444918.1294, 203041.7448 444965.92600000097, 203035.6582 444982.202400001, 203028.0033 445002.6723, 203049.5012 445010.7587, 203062.4746 445015.638800001, 203102.0553 445030.5272, 203136.1963 445043.234999999, 203150.2458 445048.464299999, 203177.3753 445058.562200001))","37.50034474708441, 127.03615491755498"
2020,3,2120198,39,139815.9239130435,166479.95986622074,158663.21906354514,134499.66778149386,225591.6884057971,179959.0008361204,7479.0,5101.0,0.0,5101.0,11531.0,137.0,51.0,840.0,608.0,173.0,167.0,48.0,49.0,2182428,449963,460748,339730,336148,366769,229070,334007,340158,333087,340480,331117,254568,249011,203312,443991,11680,"POLYGON ((203483.0631 444271.242000001, 203491.1442 444249.696900001, 203491.8901 444247.7082, 203499.4264 444227.61590000096, 203502.8012 444218.6183, 203508.3286 444203.882200001, 203520.4638 444171.52999999904, 203551.1512 444190.6424, 203601.0623 444221.7258, 203640.8597 444246.511299999, 203661.6946 444259.4869, 203681.5459 444271.8498, 203693.2253 444240.7192, 203711.158 444192.9189, 203739.3769 444117.775900001, 203713.9217 444102.045499999, 203694.9158 444090.3004, 203654.2835 444065.191, 203606.3523 444035.570499999, 203569.807 444012.987, 203582.4694 443978.899599999, 203600.2462 443931.0493, 203607.2643 443912.15650000103, 203532.1507 443884.046, 203531.7267 443883.8895, 203480.8431 443864.433800001, 203462.5483 443857.4398, 203458.1805 443853.566500001, 203455.3875 443851.09050000104, 203429.4009 443841.1722, 203418.3446 443836.952099999, 203394.7884 443827.9608, 203373.8367 443819.963500001, 203348.7151 443810.3753, 203336.5571 443805.7345, 203324.1664 443801.004899999, 203319.7455 443799.3178, 203287.539 443787.024499999, 203244.9575 443770.7718, 203219.6939 443761.1294, 203170.2756 443742.266799999, 203096.8056 443714.2239, 203080.9439 443708.1697, 203015.8237 443683.3139, 202991.1242 443747.8093, 202953.4356 443846.2215, 202936.9551 443889.7119, 202918.8973 443937.3665, 202912.7821 443953.5046, 202883.9572 444029.57279999903, 202964.6241 444060.1239, 202976.658 444064.6811, 203037.499 444087.7239, 203076.1265 444102.35339999903, 203091.8737 444149.0713, 203100.8981 444175.846100001, 203105.2679 444188.8091, 203110.4977 444204.325999999, 203112.1755 444209.30409999896, 203135.2722 444213.273399999, 203146.1872 444215.149599999, 203182.3638 444221.3671, 203208.7105 444225.89550000103, 203253.34100000001 444233.566099999, 203341.473 444248.713500001, 203387.2398 444266.462300001, 203388.5609 444267.033, 203388.5804 444266.9802, 203437.8658 444285.4438, 203472.8241 444298.54020000104, 203483.0631 444271.242000001))","37.49537078733338, 127.03745296989744"
2020,3,2120199,14,304830.83618012426,520433.0574534161,497833.975931677,354339.97049689444,514637.9262422361,362805.3152173913,737.0,485.0,0.0,485.0,3830.0,17.0,4.0,139.0,35.0,8.0,1.0,2.0,46.0,522457,94101,111742,86762,84826,92879,52147,78477,81167,80073,81699,80024,63260,57756,203439,445451,11680,"POLYGON ((203432.1401 445436.21639999904, 203481.2032 445367.3124, 203544.1389 445391.6184, 203568.3762 445360.4671, 203615.6759 445299.6743, 203659.4283 445316.0999, 203663.1192 445317.4859, 203703.6956 445332.71859999903, 203724.8433 445340.6577, 203771.6645 445304.5558, 203789.8976 445290.497199999, 203722.184 445237.0306, 203722.032 445236.910599999, 203685.8718 445209.5352, 203692.1848 445201.34940000105, 203752.9986 445123.175899999, 203741.2005 445069.449200001, 203672.6659 445085.043099999, 203585.2912 445104.874399999, 203567.1276 445153.4178, 203528.4471 445203.2348, 203490.0756 445252.651699999, 203443.651 445312.442500001, 203419.3917 445343.685799999, 203325.1395 445343.7753, 203320.2656 445343.780200001, 203288.4259 445427.225, 203288.1818 445427.9475, 203288.1414 445427.9331, 203263.7796 445493.318, 203225.9631 445542.6571, 203162.0143 445626.09029999905, 203138.9048 445671.147600001, 203111.1691 445728.6777, 203101.0438 445750.4583, 203087.4972 445788.7938, 203117.5928 445800.0222, 203164.1132 445817.377900001, 203182.3867 445777.4914, 203198.6018 445745.994000001, 203202.5122 445738.3981, 203225.3566 445700.8048, 203247.9779 445669.5605, 203248.6508 445668.668400001, 203279.7232 445627.47739999904, 203298.1497 445603.0506, 203317.6808 445577.1592, 203320.2329 445573.7763, 203358.0385 445525.3398, 203373.0096 445506.1588, 203398.9751 445473.310000001, 203401.5066 445470.08269999904, 203432.1401 445436.21639999904))","37.50852500535553, 127.03889594244671"
2020,3,2120200,36,144641.03381642513,203203.610205314,212387.48731884055,186241.86111111112,305447.34692028986,206243.7430555556,1013.0,568.0,0.0,568.0,9363.0,14.0,10.0,50.0,19.0,12.0,6.0,2.0,77.0,1295070,187611,233359,234665,241632,267676,130125,179188,198659,195314,201356,206633,177931,135991,203484,447046,11680,"POLYGON ((203678.0457 447320.3299, 203652.3754 447227.8762, 203644.158 447198.28229999903, 203715.7312 447209.3694, 203787.0715 447220.42039999895, 203795.0485 447249.099, 203800.6037 447269.070900001, 203810.0259 447302.9451, 203838.7922 447295.138900001, 203850.8568 447291.8649, 203840.9354 447255.70800000103, 203844.9208 447232.77129999903, 203840.4019 447228.6812, 203834.143 447223.017100001, 203847.2343 447139.0221, 203845.3593 447138.741, 203844.3693 447138.615, 203830.4685 447136.95879999903, 203802.6727 447133.5834, 203800.6878 447133.3333, 203799.6878 447133.2403, 203814.377 447044.2413, 203792.6873 447040.846000001, 203784.4134 447039.54990000103, 203762.5036 447036.1205, 203742.6528 447033.0122, 203742.5529 447032.997199999, 203720.0197 446928.581700001, 203666.6706 446939.8857, 203653.938 446942.5835, 203577.8468 446931.1644, 203502.8708 446908.3343, 203503.7695 446905.3037, 203517.9233 446857.5649, 203524.2981 446836.0635, 203529.4128 446818.8125, 203544.5818 446767.649599999, 203544.1645 446767.52009999903, 203507.4872 446756.54859999905, 203500.5643 446754.47859999904, 203468.5037 446744.8881, 203437.6201 446735.650699999, 203407.9545 446726.7773, 203386.8875 446798.087400001, 203374.1447 446794.2553, 203334.5882 446782.3607, 203327.0363 446778.87659999897, 203325.107 446798.9944, 203323.4249 446816.53900000104, 203247.2908 446791.91589999903, 203234.7403 446823.2477, 203210.3485 446884.070900001, 203192.459 446928.3983, 203186.8428 446942.31409999897, 203176.685 446967.47509999905, 203176.0415 446969.0615, 203153.8117 447025.70680000103, 203152.9977 447027.7797, 203140.1313 447060.553200001, 203139.9283 447061.0713, 203139.3823 447062.461200001, 203126.8509 447094.3818, 203114.0715 447126.9353, 203113.8314 447127.5463, 203123.0532 447135.260399999, 203221.2237 447174.23059999896, 203223.4147 447175.1096, 203223.3017 447175.386600001, 203210.2093 447211.3861, 203198.3428 447244.012700001, 203190.9186 447264.83640000003, 203163.6396 447341.3553, 203195.7901 447332.582900001, 203205.2814 447329.993100001, 203222.3033 447325.349500001, 203237.3602 447321.240700001, 203275.6421 447310.795399999, 203277.6245 447290.399700001, 203279.4448 447271.675799999, 203281.521 447250.323000001, 203323.8006 447253.5307, 203344.0995 447255.07, 203420.7957 447260.8882, 203439.3067 447255.7075, 203497.7244 447239.35810000106, 203497.9478 447239.283299999, 203515.5685 447301.9364, 203533.1899 447364.5923, 203603.0259 447345.5374, 203636.6448 447336.364, 203642.0777 447334.882099999, 203676.9677 447325.3617, 203678.0457 447320.3299))","37.522895842647785, 127.03941246043162"
2020,3,2120201,15,118578.52246376812,236067.9188405797,204706.368115942,137181.84420289853,264591.45579710143,176466.68985507247,1873.0,1076.0,0.0,1076.0,11559.0,43.0,31.0,171.0,102.0,88.0,94.0,31.0,0.0,1012530,192736,214151,158158,159145,181511,106831,152947,153866,151743,153858,150496,126320,123298,203534,443646,11680,"POLYGON ((203644.2226 443812.671, 203722.1022 443796.203400001, 203749.7188 443806.8786, 203757.0005 443809.693299999, 203775.6264 443816.892999999, 203777.3359 443817.5539, 203811.3399 443830.6986, 203842.3136 443842.671, 203864.68 443851.287799999, 203878.036 443856.4333, 203883.4449 443858.5174, 203909.3276 443868.48980000097, 203959.9778 443888.0034, 203991.6464 443807.2172, 203991.724 443807.0132, 203872.7176 443761.1163, 203895.90840000001 443699.15190000104, 203836.9008 443676.390799999, 203781.2739 443654.933800001, 203775.836 443652.836300001, 203752.6456 443643.890900001, 203686.6573 443618.43710000097, 203638.4151 443599.8287, 203597.2088 443583.921499999, 203501.469 443546.9627, 203415.4749 443513.7655, 203378.1078 443499.3402, 203275.0112 443459.54099999904, 203192.875 443427.997199999, 203133.1023 443405.04209999903, 203123.3865 443402.4509, 203100.2601 443462.834100001, 203078.4469 443519.7941, 203159.6718 443550.6242, 203178.2607 443557.6801, 203232.5987 443578.305199999, 203307.8427 443606.8642, 203320.8265 443611.792300001, 203340.4825 443619.253000001, 203382.8766 443635.3442, 203457.5385 443663.6831, 203446.5396 443692.47839999903, 203426.2025 443745.721000001, 203371.4932 443724.919299999, 203351.3395 443717.256999999, 203334.626 443760.667300001, 203319.7455 443799.3178, 203324.1664 443801.004899999, 203336.5571 443805.7345, 203348.7151 443810.3753, 203373.8367 443819.963500001, 203394.7884 443827.9608, 203418.3446 443836.952099999, 203429.4009 443841.1722, 203455.3875 443851.09050000104, 203458.1805 443853.566500001, 203462.5483 443857.4398, 203480.8431 443864.433800001, 203531.7267 443883.8895, 203532.1507 443884.046, 203607.2643 443912.15650000103, 203631.7241 443846.3135, 203644.2226 443812.671))","37.49226149114439, 127.03996174769397"
2020,3,2120202,35,94795.17142857144,90644.06459627328,97320.06894409936,92159.32919254656,147394.21055900623,113502.2307453416,1880.0,789.0,0.0,789.0,11735.0,13.0,0.0,2.0,16.0,0.0,48.0,33.0,457.0,2203590,273737,370719,406105,436458,493054,223516,306657,333387,328839,335811,350824,309823,238250,203552,447483,11680,"POLYGON ((203776.6336 447658.084100001, 203766.8591 447623.3478, 203766.0491 447620.457900001, 203759.2195 447599.107799999, 203880.0782 447560.158299999, 203883.8871 447559.1689, 203882.169 447553.2414, 203873.0165 447521.6646, 203868.162 447504.9168, 203869.6232 447504.3835, 203873.3222 447502.956599999, 203938.002 447482.128699999, 203915.0973 447407.4179, 203931.4153 447402.1372, 203916.4023 447349.2085, 203917.6525 447338.5525, 203917.6785 447338.387599999, 203879.5287 447349.211300001, 203827.0368 447364.1039, 203820.5673 447340.8444, 203815.4974 447322.6163, 203810.0259 447302.9451, 203800.6037 447269.070900001, 203795.0485 447249.099, 203787.0715 447220.42039999895, 203715.7312 447209.3694, 203644.158 447198.28229999903, 203652.3754 447227.8762, 203678.0457 447320.3299, 203676.9677 447325.3617, 203642.0777 447334.882099999, 203636.6448 447336.364, 203603.0259 447345.5374, 203533.1899 447364.5923, 203515.5685 447301.9364, 203497.9478 447239.283299999, 203497.7244 447239.35810000106, 203439.3067 447255.7075, 203420.7957 447260.8882, 203344.0995 447255.07, 203323.8006 447253.5307, 203281.521 447250.323000001, 203279.4448 447271.675799999, 203277.6245 447290.399700001, 203275.6421 447310.795399999, 203237.3602 447321.240700001, 203222.3033 447325.349500001, 203205.2814 447329.993100001, 203195.7901 447332.582900001, 203163.6396 447341.3553, 203178.8055 447395.5372, 203196.4254 447458.488, 203263.2452 447438.3092, 203254.8438 447524.723300001, 203251.759 447556.452500001, 203247.5166 447600.0886, 203236.9028 447603.09940000105, 203242.0764 447621.5833, 203247.3381 447640.37930000003, 203263.5199 447698.191, 203285.3432 447691.213199999, 203309.0188 447683.9749, 203332.7699 447676.21660000103, 203350.2758 447670.498299999, 203357.0328 447668.29109999904, 203363.6353 447666.18, 203380.2606 447660.8643, 203391.6316 447657.22849999904, 203458.3061 447635.909299999, 203463.2899 447658.2248, 203469.8309 447686.832900001, 203472.4553 447698.310799999, 203476.0668 447712.884199999, 203480.9385 447732.542300001, 203482.9648 447740.71900000103, 203490.2458 447766.9713, 203495.5966 447786.263900001, 203566.7809 447766.378799999, 203639.8373 447745.970699999, 203628.5529 447704.943, 203627.781 447702.12460000097, 203702.9038 447679.8983, 203776.6336 447658.084100001))","37.526832962629484, 127.04018381643365"
2020,3,2120203,39,82315.11928651058,146588.44620958754,139748.9317168339,118172.52341137124,204921.7870680045,146032.92948717947,1552.0,906.0,0.0,906.0,7726.0,24.0,4.0,79.0,84.0,22.0,3.0,6.0,118.0,1927837,313207,382775,326874,331227,377469,196284,290700,304496,299320,305208,302017,226048,200048,203588,446321,11680,"POLYGON ((203622.5649 446659.897399999, 203643.8598 446588.5173, 203677.4843 446598.54880000104, 203687.6228 446565.1642, 203699.0943 446527.3916, 203703.6496 446512.391799999, 203727.4438 446434.0441, 203727.5157 446433.794600001, 203750.3537 446355.3199, 203761.7907 446316.0207, 203768.8215 446291.862199999, 203770.0326 446287.7005, 203776.0241 446267.1132, 203776.6459 446264.9767, 203794.2028 446204.648800001, 203829.2633 446215.1393, 203850.7621 446221.57159999904, 203866.9917 446164.386299999, 203884.3316 446103.2894, 203894.8502 446066.22760000103, 203875.5654 446059.098300001, 203840.351 446046.0788, 203805.8834 446035.8245, 203764.9373 446023.6438, 203763.9574 446023.35249999905, 203688.3109 446000.888800001, 203626.2887 445982.471899999, 203610.872 446034.6273, 203698.0769 446060.2174, 203666.4884 446165.09400000103, 203663.3455 446164.07200000103, 203622.129 446150.6655, 203600.94 446223.24450000003, 203589.7252 446219.942399999, 203567.5102 446297.293400001, 203536.6886 446285.385, 203548.4261 446245.70450000104, 203558.7446 446210.819, 203504.8033 446189.985200001, 203477.2494 446262.419299999, 203406.2965 446235.0054, 203342.1231 446210.2106, 203282.9962 446187.365700001, 203283.4318 446275.305, 203294.8329 446330.183700001, 203304.562 446377.010500001, 203313.5072 446420.065300001, 203415.2049 446450.059699999, 203406.0425 446480.9703, 203440.258 446491.277799999, 203458.3809 446430.2786, 203488.5065 446441.892100001, 203471.1546 446500.586200001, 203501.6843 446509.783600001, 203518.14 446453.316299999, 203551.0136 446465.988700001, 203584.3987 446478.8587, 203569.4764 446530.20560000103, 203553.8527 446582.1829, 203537.4779 446634.4562, 203543.7329 446636.30330000096, 203580.1912 446647.0726, 203580.3278 446647.107899999, 203622.5649 446659.897399999))","37.51636317318784, 127.04058541332707"
2020,3,2120204,24,152872.0212862319,224480.62364130435,198029.42934782608,168513.8392210145,255070.08514492752,190838.4664855073,1580.0,1096.0,0.0,1096.0,41471.0,21.0,2.0,242.0,359.0,135.0,129.0,38.0,290.0,1326053,185035,298348,249717,244561,233976,114414,211923,222299,215114,221801,215584,131250,108081,203794,444815,11680,"POLYGON ((203681.0062 445063.27930000104, 203716.459 444968.7227, 203786.5694 444995.315500001, 203797.8523 444992.4948, 203868.9401 444974.720100001, 203892.3669 445035.055, 203922.8507 445028.1185, 203936.7069 445024.9658, 203952.1196 445021.459000001, 203981.2574 445014.829500001, 203988.9715 445013.0747, 203999.9708 444986.263, 204035.5869 444893.813200001, 204035.699 444893.8564, 204036.1467 444892.7854, 204036.0041 444892.7304, 204057.9308 444836.7892, 204065.9204 444816.4055, 204075.5333 444791.880999999, 204047.3059 444783.16389999905, 204034.3136 444779.151699999, 204006.8749 444770.67840000096, 203984.9068 444763.89430000103, 203960.1958 444756.2633, 203946.3912 444734.5516, 203944.9341 444732.2601, 203913.6469 444751.47780000104, 203891.6375 444720.1601, 203906.135 444683.8978, 203887.7904 444677.2347, 203874.044 444672.24169999897, 203833.0555 444657.3542, 203839.1978 444640.9307, 203842.2542 444632.7588, 203866.0736 444569.0713, 203867.0219 444566.536, 203870.5328 444557.148499999, 203820.1445 444538.4559, 203786.294 444525.897299999, 203748.7407 444626.054, 203704.0561 444619.805199999, 203692.5423 444618.1952, 203676.9927 444656.1285, 203674.4156 444662.4465, 203661.0443 444695.036, 203641.7766 444742.0692, 203641.6898 444742.03570000106, 203641.7128 444742.225299999, 203613.6078 444810.1384, 203596.9332 444850.432700001, 203578.3196 444895.4111, 203552.6738 444964.132999999, 203551.2721 444967.8894, 203545.8335 444982.4638, 203512.1833 445072.635500001, 203515.8374 445074.2468, 203529.2241 445080.149700001, 203555.2797 445091.640000001, 203585.2912 445104.874399999, 203672.6659 445085.043099999, 203681.0062 445063.27930000104))","37.502793223157454, 127.0429077996716"
