,연도,분기,버스정류장,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수
1626,2020,2,23538,2031,39671,14428,14011,20644,7541
1627,2020,3,23538,2007,40665,13690,13770,20534,7253
1628,2020,4,23538,1625,39056,13191,14283,19484,6593
1629,2020,1,23540,5,4672,3314,4428,6370,1391
1630,2020,2,23540,22,4096,2402,3893,5913,1413
1631,2020,3,23540,14,4614,2896,4274,6215,1407
1632,2020,4,23540,39,4541,2517,3857,5608,1153
1633,2020,1,23541,0,773,460,417,451,75
1634,2020,2,23541,0,619,375,350,401,79
1635,2020,3,23541,0,820,386,396,466,76
1636,2020,4,23541,0,790,296,392,355,43
1637,2020,1,23543,351,6186,3022,3514,4194,872
1638,2020,2,23543,363,6276,3127,3880,4138,1000
1639,2020,3,23543,422,7069,3354,4069,4675,1111
1640,2020,4,23543,406,6935,3160,4156,3962,800
1641,2020,1,23544,1138,122309,49575,50047,69780,14190
1642,2020,2,23544,1318,118259,46384,48089,67835,13378
1643,2020,3,23544,1087,101784,39543,41842,57786,10820
1644,2020,4,23544,1116,105673,43348,44598,57767,10791
1645,2020,1,23545,42,7578,3496,3723,5546,1145
1646,2020,2,23545,39,7979,2715,3206,4789,992
1647,2020,3,23545,36,8033,3021,3481,5188,928
1648,2020,4,23545,51,7905,2902,3386,5082,1014
1649,2020,1,23546,0,41377,11774,7496,11143,4251
1650,2020,2,23546,0,34931,8525,6063,7410,3735
1651,2020,3,23546,0,37898,9802,6461,8845,3834
1652,2020,4,23546,0,34761,8608,5798,6502,3376
1653,2020,1,23552,0,3513,1615,1384,1378,700
1654,2020,2,23552,0,2840,1300,1282,1024,639
1655,2020,3,23552,0,2914,1480,1389,1367,577
1656,2020,4,23552,0,2885,1220,1273,1038,513
1657,2020,1,23557,15,4882,2314,2913,5628,1307
1658,2020,2,23557,10,4165,2026,2741,4965,1125
1659,2020,3,23557,6,4131,2040,2902,5496,1177
1660,2020,4,23557,8,4274,2011,2571,4934,1111
1661,2020,1,23558,0,23720,9245,12247,15840,5204
1662,2020,2,23558,0,20035,6779,10653,13409,4155
1663,2020,3,23558,0,21882,7965,12523,14913,4248
1664,2020,4,23558,0,20887,7037,11125,13048,3638
1665,2020,1,23562,0,2473,1685,2042,2413,577
1666,2020,2,23562,0,2973,1238,1865,2512,686
1667,2020,3,23562,0,4457,2254,2985,4441,1582
1668,2020,4,23562,0,3929,1795,3032,1721,312
1669,2020,1,23564,0,14560,3904,5313,11814,1836
1670,2020,2,23564,0,12668,2911,4525,8254,1150
1671,2020,3,23564,0,14051,3341,5022,9786,1501
1672,2020,4,23564,0,11975,2998,4467,8202,1266
1673,2020,1,23569,0,6535,4517,6573,10662,3395
1674,2020,2,23569,0,5672,3722,5681,9290,3007
1675,2020,3,23569,0,6403,4164,6145,10168,3214
1676,2020,4,23569,0,6171,3835,6000,9650,3006
1677,2020,1,23572,0,10634,5928,7033,18513,5758
1678,2020,2,23572,0,10028,5339,6606,17106,5524
1679,2020,3,23572,0,10214,5305,6477,16221,4444
1680,2020,4,23572,11,9549,4672,5947,13870,3586
1681,2020,1,23573,10,3345,2438,3096,9489,1540
1682,2020,2,23573,3,3216,2491,3020,8549,1390
1683,2020,3,23573,6,3677,2656,3156,9358,1453
1684,2020,4,23573,8,3750,2357,2910,8190,1305
1685,2020,1,23574,1,17596,8580,10396,17592,5237
1686,2020,2,23574,34,15307,7003,8760,15089,4566
1687,2020,3,23574,0,15456,7348,9069,15295,4108
1688,2020,4,23574,0,14426,6291,8022,12907,3349
1689,2020,1,23575,54,5078,2590,3500,5651,1504
1690,2020,2,23575,35,4216,2342,3505,5286,1356
1691,2020,3,23575,49,4728,2536,3318,5162,1297
1692,2020,4,23575,92,4946,2416,2937,4375,1065
1693,2020,1,23578,0,4440,1936,2379,5028,1045
1694,2020,2,23578,0,3651,1789,2189,4419,958
1695,2020,3,23578,1,3752,1941,2347,4550,893
1696,2020,4,23578,3,3472,1613,2094,3682,660
1697,2020,1,23579,0,8625,4904,5626,8203,3662
1698,2020,2,23579,0,7559,4121,5104,6929,3173
1699,2020,3,23579,0,8310,4613,5759,7008,2851
1700,2020,4,23579,0,7686,4248,5429,6312,2567
1701,2020,1,23584,30,5338,3198,4491,8028,4070
1702,2020,2,23584,24,5050,3143,4664,7562,3833
1703,2020,3,23584,45,4597,3157,4496,7529,3558
1704,2020,4,23584,20,4362,3269,4940,7500,3502
1705,2020,1,23586,61,19713,9315,10985,12406,4376
1706,2020,2,23586,36,20905,8384,10657,11031,3855
1707,2020,3,23586,42,20779,9041,10586,11440,3654
1708,2020,4,23586,43,16713,7678,9744,10170,3502
1709,2020,1,23595,14,649,497,466,560,146
1710,2020,2,23595,18,581,409,505,572,174
1711,2020,3,23595,26,677,487,657,511,207
1712,2020,4,23595,10,662,472,766,444,187
1713,2020,1,23597,31,10936,5846,6808,9007,2160
1714,2020,2,23597,22,10942,5437,6958,8574,2321
1715,2020,3,23597,18,11291,6137,7096,8759,2239
1716,2020,4,23597,23,10327,5627,6513,7438,2084
1717,2020,1,23598,93,8349,4724,5295,7246,3798
1718,2020,2,23598,86,7886,4077,4889,6448,3788
1719,2020,3,23598,114,8030,4658,5264,6322,3447
1720,2020,4,23598,84,7160,4194,4715,5537,3012
1721,2020,1,23600,45,12785,8096,9491,9895,3313
1722,2020,2,23600,41,11097,6206,7754,8146,2743
1723,2020,3,23600,36,11892,7166,8794,8344,2726
1724,2020,4,23600,39,11997,7225,8650,8020,2588
1725,2020,3,23617,469,6499,5043,5613,9881,3228
1726,2020,4,23617,509,9086,6470,6378,12167,4231
1727,2020,1,23629,0,5705,1399,1209,1078,192
1728,2020,2,23629,0,6168,1328,1263,1262,170
1729,2020,3,23629,0,6406,1372,1355,1338,155
1730,2020,4,23629,0,6571,1360,1151,1155,139
1731,2020,1,23641,1590,2999,2188,2992,6216,5884
1732,2020,2,23641,1685,2763,2109,3028,5385,5867
1733,2020,3,23641,1363,2416,1764,2649,4642,5096
1734,2020,4,23641,1127,2404,1756,2407,4285,4284
1735,2020,1,23695,0,51204,10922,13216,25595,11906
1736,2020,2,23695,0,49936,10041,12806,23024,10592
1737,2020,3,23695,0,53016,11015,13750,23454,10325
1738,2020,4,23695,0,50033,10577,14669,27901,11131
1739,2020,1,23697,51,20538,5226,6613,10435,3037
1740,2020,2,23697,43,19607,4819,5580,8906,2550
1741,2020,3,23697,45,21093,4956,5629,9293,2510
1742,2020,4,23697,24,19770,4614,5483,8487,2562
1743,2020,1,23698,81,1673,913,921,2095,491
1744,2020,2,23698,19,1431,878,921,1951,440
1745,2020,3,23698,20,1407,964,1021,2069,404
1746,2020,4,23698,25,1377,939,984,1888,371
1747,2020,1,23720,0,7043,2817,2940,3788,2034
1748,2020,2,23720,6,5876,2573,2608,3538,1736
1749,2020,3,23720,1,6760,3082,3024,3328,1519
1750,2020,4,23720,0,6100,2966,3650,3340,1255
1751,2020,1,23728,12,14657,11232,15657,34630,17736
1752,2020,2,23728,8,13571,9930,15406,29471,14395
1753,2020,3,23728,9,14923,10803,16465,30044,13887
1754,2020,4,23728,8,14626,9924,16331,27980,12102
1755,2020,1,23731,3,11949,1759,1845,2963,1131
1756,2020,2,23731,5,10287,1570,1717,2584,1084
1757,2020,3,23731,2,11168,1772,1969,2913,1107
1758,2020,4,23731,1,10459,1548,1770,3032,972
1759,2020,1,23738,135,8782,4885,5442,6257,2216
1760,2020,2,23738,153,8478,4739,5026,5271,1836
1761,2020,3,23738,146,8895,4704,4796,4797,1642
1762,2020,4,23738,68,7996,4558,4760,4516,1489
1763,2020,1,23741,402,42380,21160,24103,41256,9544
1764,2020,2,23741,369,40716,19013,22493,38908,9089
1765,2020,3,23741,389,38555,19010,22771,39276,9098
1766,2020,4,23741,380,37012,18963,22483,36918,8322
1767,2020,1,23749,190,37422,14836,20762,56676,7891
1768,2020,2,23749,140,35944,13489,19717,55270,7492
1769,2020,3,23749,126,37422,15101,21201,58795,7438
1770,2020,4,23749,99,40823,15619,21019,57578,7250
1771,2020,1,23756,105,5972,3144,3839,6066,2002
1772,2020,2,23756,91,5614,2949,3817,5369,1861
1773,2020,3,23756,97,5629,3173,4028,5367,1847
1774,2020,4,23756,69,5563,3017,3795,5154,1591
1775,2020,1,23815,0,2894,2698,3956,6591,2653
1776,2020,2,23815,0,2785,2216,3481,5748,2365
1777,2020,3,23815,0,2888,2533,3820,5454,2384
1778,2020,4,23815,0,2766,2420,3934,5210,1961
1779,2020,1,23818,395,25329,16158,22559,39761,14721
1780,2020,2,23818,455,23841,14137,19827,35183,11298
1781,2020,3,23818,345,24264,14579,20640,36005,11751
1782,2020,4,23818,415,23436,14435,20518,34102,9724
1783,2020,1,23819,0,5589,3027,4082,7658,3938
1784,2020,2,23819,0,4925,2633,3746,6728,3260
1785,2020,3,23819,0,5134,2812,4051,6843,3025
1786,2020,4,23819,0,4318,2713,3990,6269,2640
1787,2020,2,23822,21,4299,1611,1701,2430,971
1788,2020,3,23822,20,7486,2716,3096,4105,1776
1789,2020,4,23822,23,7243,2113,2462,3602,1473
1790,2020,1,23823,0,4929,2890,3156,6368,2679
1791,2020,2,23823,0,4270,2506,3135,6009,1999
1792,2020,3,23823,0,4538,2577,3324,6276,2013
1793,2020,4,23823,0,4693,2255,3134,5846,1826
1794,2020,1,23855,0,11509,3696,4338,7957,2494
1795,2020,2,23855,1,10429,3400,4254,7945,2613
1796,2020,3,23855,5,10916,3489,4104,7960,2433
1797,2020,4,23855,0,8472,3238,3971,6876,2254
1798,2020,1,23856,96,6684,3522,3858,6251,2027
1799,2020,2,23856,75,6358,3385,3820,6057,1871
1800,2020,3,23856,110,6740,3363,3666,5817,1817
1801,2020,4,23856,62,6074,2995,3385,5120,1478
1802,2020,1,23857,3,24415,7744,9507,18535,7653
1803,2020,2,23857,0,22010,6743,8533,17239,7453
1804,2020,3,23857,0,22911,7420,9109,17857,7724
1805,2020,4,23857,6,21877,6976,8572,16437,6501
1806,2020,1,23858,0,2790,1352,1817,3405,982
1807,2020,2,23858,0,2366,1360,1657,3418,991
1808,2020,3,23858,0,2994,1456,1930,3813,1080
1809,2020,4,23858,0,2471,1361,1623,3505,944
1810,2020,1,23860,49,1762,1033,1330,2164,1093
1811,2020,2,23860,42,1829,892,1076,1669,842
1812,2020,3,23860,41,2035,738,1197,1481,793
1813,2020,1,23863,113,11437,5323,6532,9446,5116
1814,2020,2,23863,170,11638,5195,6377,8409,4657
1815,2020,3,23863,150,11508,5224,6653,8994,4299
1816,2020,4,23863,164,11668,5324,7049,8628,4146
1817,2020,1,23866,91,6300,1796,1865,2883,930
1818,2020,2,23866,116,5929,1651,1842,2366,935
1819,2020,3,23866,104,6324,1766,2076,2601,879
1820,2020,4,23866,113,5852,1574,1767,2381,826
1821,2020,1,23867,0,9329,4079,6245,11585,4578
1822,2020,2,23867,0,8862,3673,5788,10852,4049
1823,2020,3,23867,0,10250,4270,6563,11771,4262
1824,2020,4,23867,0,8612,3642,5895,9557,3664
1825,2020,1,23869,0,17629,8738,13415,25034,9757
1826,2020,2,23869,0,18136,7702,12438,22020,8343
1827,2020,3,23869,0,17530,7736,11435,21071,7641
1828,2020,4,23869,0,17138,8323,12008,21327,7588
1829,2020,1,23871,1,5491,3139,5003,10989,3157
1830,2020,2,23871,0,6118,2992,4863,10660,2979
1831,2020,3,23871,0,8083,4360,7025,14268,4581
1832,2020,4,23871,1,6224,3276,5658,10527,2764
1833,2020,1,23872,177,34996,14212,14708,20544,9417
1834,2020,2,23872,183,32023,12629,13950,18087,8748
1835,2020,3,23872,126,26686,10662,11209,14684,6643
1836,2020,4,23872,149,30922,12780,13836,17275,6926
1837,2020,1,23874,91,16066,6171,6731,9491,3865
1838,2020,2,23874,57,10811,4181,4875,6659,3038
1839,2020,3,23874,42,6962,3086,3503,4643,1896
1840,2020,4,23874,46,7467,3155,3217,4537,1887
1841,2020,1,23875,0,4430,3120,3857,7368,4668
1842,2020,2,23875,0,369,242,277,554,356
1843,2020,1,23876,181,10251,4473,5305,10391,2538
1844,2020,2,23876,156,9589,3753,4617,9652,2314
1845,2020,3,23876,117,9022,4008,4797,10180,2272
1846,2020,4,23876,99,7957,3668,4605,9413,1950
1847,2020,1,23877,39,2959,1855,2462,2907,1084
1848,2020,2,23877,29,4884,2161,2783,3087,1154
1849,2020,3,23877,26,4767,2230,2564,3136,1078
1850,2020,4,23877,16,2859,1623,1987,2525,973
1851,2020,1,23878,0,3880,2388,2505,2490,969
1852,2020,2,23878,0,4313,2032,2539,2164,832
1853,2020,3,23878,0,4540,2094,2448,2175,859
1854,2020,4,23878,0,4403,2050,2348,1969,886
1855,2020,1,23880,0,1861,2027,3127,5983,3376
1856,2020,2,23880,0,1835,1825,3094,5664,2851
1857,2020,3,23880,0,2144,2200,3562,5990,2919
1858,2020,4,23880,0,1953,1913,3543,5676,2595
1859,2020,1,23883,41,7915,5002,5640,7776,3008
1860,2020,2,23883,33,7405,4317,5403,7401,2949
1861,2020,3,23883,42,7188,4354,5501,7066,2876
1862,2020,4,23883,33,6422,3996,4932,6390,2463
1863,2020,1,23884,326,9044,4444,5854,11176,4665
1864,2020,2,23884,384,9814,4450,6329,11516,4844
1865,2020,3,23884,407,9594,4564,6601,11836,4602
1866,2020,4,23884,341,10001,4813,7147,11859,3717
1867,2020,1,23893,0,1585,445,544,406,158
1868,2020,2,23893,0,1634,392,500,372,108
1869,2020,3,23893,0,1978,399,518,395,87
1870,2020,4,23893,0,1959,397,493,349,92
1871,2020,1,23896,0,5921,1934,1388,1043,207
1872,2020,2,23896,0,5492,1875,1113,959,150
1873,2020,3,23896,0,5819,1883,1271,874,128
1874,2020,4,23896,0,5878,2042,1246,878,117
1875,2020,1,23911,52,32637,12514,15439,23276,5791
1876,2020,2,23911,20,23986,9022,13765,18637,4193
1877,2020,3,23911,15,25857,10216,15807,20310,4168
1878,2020,4,23911,18,29147,10342,16028,19722,3773
1879,2020,1,23917,0,1915,2233,2800,4228,1507
1880,2020,2,23917,0,1834,1918,2841,3668,1312
1881,2020,3,23917,0,1936,2017,2770,3790,1200
1882,2020,4,23917,0,1807,1786,2727,3449,956
1883,2020,1,23918,410,112929,61397,74146,142264,38864
1884,2020,2,23918,265,108935,57657,71363,131591,36173
1885,2020,3,23918,237,110922,61490,73877,131912,34344
1886,2020,4,23918,191,109808,61314,74142,127950,31025
1887,2020,1,23920,5,131081,48891,58601,101418,35381
1888,2020,2,23920,10,122729,45760,54983,94280,30743
1889,2020,3,23920,20,127245,47347,57481,97770,27476
1890,2020,4,23920,40,124140,46820,58621,96314,25742
1891,2020,1,23921,542,43258,11470,13495,25690,12071
1892,2020,2,23921,449,38383,10282,13063,24439,11327
1893,2020,3,23921,359,41569,10554,12572,23132,10387
1894,2020,4,23921,328,38955,10359,12637,22813,9470
1895,2020,1,23922,75,5919,2349,2819,5031,1186
1896,2020,2,23922,89,6126,2312,2915,4727,1179
1897,2020,3,23922,140,7241,2920,3717,6415,1818
1898,2020,4,23922,122,6045,2435,2635,4596,1136
1899,2020,1,23923,32,15447,3776,4176,5618,2291
1900,2020,2,23923,35,14225,3299,3671,4950,1895
1901,2020,3,23923,53,13823,3402,3959,5068,2006
1902,2020,4,23923,29,13519,3295,3970,4653,1870
1903,2020,1,23924,58,6875,3721,3688,3724,954
1904,2020,2,23924,93,6601,3435,3150,3246,852
1905,2020,3,23924,75,6604,3440,3135,2871,763
1906,2020,4,23924,74,6584,3217,2972,2596,836
1907,2020,1,23925,129,5131,2793,3547,5487,2033
1908,2020,2,23925,179,4912,2656,3696,5131,2113
1909,2020,3,23925,165,4885,3020,3811,4590,1917
1910,2020,4,23925,161,4619,2795,3338,4359,1585
1911,2020,1,23933,0,666,284,284,178,33
1912,2020,2,23933,0,738,215,263,168,26
1913,2020,3,23933,0,711,265,235,173,31
1914,2020,4,23933,0,769,207,196,130,34
1915,2020,1,23937,0,557,376,683,1303,629
1916,2020,2,23937,0,472,336,600,1264,588
1917,2020,3,23937,0,492,451,731,1429,555
1918,2020,4,23937,0,386,370,623,1153,440
1919,2020,1,23938,0,886,908,1436,3351,1589
1920,2020,2,23938,0,760,754,1613,3278,1279
1921,2020,3,23938,0,966,869,1721,3536,1249
1922,2020,4,23938,0,876,867,1676,3333,1142
1923,2020,1,23940,0,1261,850,1500,3353,1407
1924,2020,2,23940,0,1322,861,1713,3721,1423
1925,2020,3,23940,0,1414,1027,1841,3608,1365
1926,2020,4,23940,0,1689,989,2043,3739,1456
1927,2020,1,23941,25,4902,2504,3400,6951,1381
1928,2020,2,23941,47,4608,2329,3463,6264,1155
1929,2020,3,23941,79,4562,2329,3748,6537,1083
1930,2020,4,23941,71,4601,2353,3440,6512,1010
1931,2020,1,23942,802,19399,8828,9121,12166,3383
1932,2020,2,23942,812,19562,8505,9377,12040,3690
1933,2020,3,23942,922,21178,8730,10084,11915,3600
1934,2020,4,23942,922,21819,8483,10274,11768,3333
1935,2020,1,23943,0,1868,2370,3452,4391,1560
1936,2020,2,23943,0,1956,1868,3255,3741,1423
1937,2020,3,23943,0,2664,1956,3514,4053,1348
1938,2020,4,23943,0,3588,2067,4011,4232,1358
1939,2020,1,23944,0,948,704,702,1181,433
1940,2020,2,23944,0,933,695,776,1088,345
1941,2020,3,23944,0,1490,820,1320,2223,890
1942,2020,4,23944,0,1034,785,937,1074,352
1943,2020,1,23946,508,5402,2138,3002,3696,1265
1944,2020,2,23946,386,4520,1872,2488,3045,1176
1945,2020,3,23946,475,4234,1732,2249,2510,882
1946,2020,4,23946,368,3904,1644,2291,3004,949
1947,2020,1,23947,94,775,844,1341,2515,1539
1948,2020,2,23947,82,707,720,1214,2348,1419
1949,2020,3,23947,106,749,849,1389,2596,1391
1950,2020,4,23947,73,796,804,1180,2052,1240
1951,2020,1,23948,16,3820,1126,1529,2997,1140
1952,2020,2,23948,16,3330,1388,1683,3245,1117
1953,2020,3,23948,19,3234,1338,1884,3257,1117
1954,2020,4,23948,15,3531,1413,1881,3310,1124
1955,2020,1,23949,14,1793,456,567,1052,446
1956,2020,2,23949,8,1489,432,586,1124,497
1957,2020,3,23949,22,1568,448,693,1232,559
1958,2020,4,23949,19,1548,388,584,1007,433
1959,2020,1,23950,0,1727,915,1017,757,163
1960,2020,2,23950,0,1263,717,742,581,207
1961,2020,3,23950,0,1342,732,759,803,151
1962,2020,4,23950,0,1375,962,949,692,109
1963,2020,1,23958,3,1624,1311,1893,3702,1303
1964,2020,2,23958,1,1529,1114,1916,3550,1316
1965,2020,3,23958,0,2146,1438,2006,3625,1191
1966,2020,4,23958,0,1755,1345,2045,3571,1139
1967,2020,1,23960,10,10509,2294,2044,2136,678
1968,2020,2,23960,10,10429,1991,1791,1840,567
1969,2020,3,23960,7,10730,2192,1804,1930,481
1970,2020,4,23960,5,9543,1941,1602,1600,405
1971,2020,1,23961,0,5410,1738,1716,3094,1217
1972,2020,2,23961,2,5054,1406,1332,2077,1074
1973,2020,3,23961,0,5850,1831,1868,2930,1175
1974,2020,4,23961,0,8127,3350,3155,4707,1536
1975,2020,1,23962,76,3174,2230,3575,9894,4429
1976,2020,2,23962,97,3229,2331,3985,10207,4364
1977,2020,3,23962,101,3670,2501,4168,9924,4236
1978,2020,4,23962,84,3538,2524,4484,10754,4267
1979,2020,1,23963,76,10508,3221,3995,7404,2140
1980,2020,2,23963,113,9115,2821,3923,5957,1761
1981,2020,3,23963,72,10351,3938,4544,7862,2012
1982,2020,4,23963,81,8107,2871,3939,7015,1768
1983,2020,1,23964,0,7438,2111,1901,1948,226
1984,2020,2,23964,0,6399,1906,1816,1980,253
1985,2020,3,23964,0,7504,2433,1981,1956,226
1986,2020,4,23964,0,7084,2046,1688,1988,232
1987,2020,1,23965,0,3982,1558,1351,1984,384
1988,2020,2,23965,0,3385,1434,1408,1830,384
1989,2020,3,23965,0,3894,1474,1450,1901,324
1990,2020,4,23965,0,3286,1252,1209,1653,254
1991,2020,1,23967,0,2749,730,701,522,75
1992,2020,2,23967,0,3141,1078,665,499,51
1993,2020,3,23967,0,3419,923,745,492,37
1994,2020,4,23967,0,3227,820,708,406,31
1995,2020,1,23968,0,1629,1019,1603,3830,1684
1996,2020,2,23968,0,1500,1045,1725,3415,1404
1997,2020,3,23968,0,1557,1195,2012,3619,1503
1998,2020,4,23968,0,1529,1004,1737,3234,1352
1999,2020,1,23969,0,1203,1133,1883,5484,2645
2000,2020,2,23969,0,1057,1092,1931,4625,2315
2001,2020,3,23969,0,1123,1081,2050,4896,2212
2002,2020,4,23969,0,1078,1232,2064,4934,2031
2003,2020,1,23970,0,1511,935,1349,3187,1730
2004,2020,2,23970,0,1215,773,1353,3409,1511
2005,2020,3,23970,0,2790,1413,2260,4394,1810
2006,2020,4,23970,0,2376,1235,1744,2913,1228
2007,2020,1,23971,0,2111,1243,1610,3014,1066
2008,2020,2,23971,0,2000,1199,1599,2577,1040
2009,2020,3,23971,0,2166,1085,1778,2698,1087
2010,2020,4,23971,0,1920,1138,1666,2508,785
2011,2020,1,23972,0,1160,560,537,682,107
2012,2020,2,23972,0,1029,567,524,731,91
2013,2020,3,23972,0,1988,792,559,778,176
2014,2020,4,23972,0,1103,579,489,801,73
2015,2020,1,23981,416,3211,1662,2583,4457,1955
2016,2020,2,23981,349,3151,1530,2575,4011,2002
2017,2020,3,23981,377,3278,1601,2636,4215,1906
2018,2020,4,23981,324,3305,1556,2856,3556,1735
2019,2020,1,23993,7,1631,1359,2319,4829,2094
2020,2020,2,23993,0,1395,1415,2398,4702,1810
2021,2020,3,23993,0,1760,1414,2751,4792,1685
2022,2020,4,23993,0,1692,1488,2565,4420,1558
2023,2020,1,23994,4091,18519,7081,7509,10052,3319
2024,2020,2,23994,4840,26512,10231,12459,17145,5322
2025,2020,3,23994,5793,42693,17121,20962,29220,9258
2026,2020,4,23994,5577,42701,18326,21956,28545,8683
2027,2020,1,23995,998,22172,10474,12274,17404,6551
2028,2020,2,23995,776,20971,9314,11087,15788,5568
2029,2020,3,23995,754,20803,9186,11206,15406,4855
2030,2020,4,23995,617,17630,8152,9691,12493,4230
2031,2020,1,23998,147,3777,2731,4482,9323,4477
2032,2020,2,23998,126,2943,2196,3612,7717,3725
2033,2021,1,23101,4078,67740,48783,57184,69982,24886
2034,2021,2,23101,4778,81058,52825,62182,83789,34296
2035,2021,3,23101,4071,72550,49944,56104,74156,25933
2036,2021,4,23101,5677,81299,53893,64576,83264,30350
2037,2021,1,23102,2683,37023,33226,49872,79631,33566
2038,2021,2,23102,3729,41154,35227,56579,94160,48575
2039,2021,3,23102,2803,37744,33948,50548,85786,38546
2040,2021,4,23102,4119,41921,37514,57271,89152,41834
2041,2021,1,23103,3551,38004,32223,39112,43680,17452
2042,2021,2,23103,4209,43993,33951,43083,50067,23472
2043,2021,3,23103,3358,41937,33031,39943,45979,17967
2044,2021,4,23103,4565,44496,34639,44432,48605,20572
2045,2021,1,23104,2881,26113,26370,36285,49331,21470
2046,2021,2,23104,4069,31044,29247,42241,57893,27976
2047,2021,3,23104,2890,29269,28010,37740,52209,23181
2048,2021,4,23104,3514,32028,29582,42463,57153,26131
2049,2021,1,23105,11832,98611,31233,32608,47598,17428
2050,2021,2,23105,12079,107054,34360,36319,52470,21647
2051,2021,3,23105,11225,100921,32832,33028,48590,17746
2052,2021,4,23105,13015,107630,35205,37182,52484,20614
2053,2021,1,23106,3737,24711,17419,22591,39834,12991
2054,2021,2,23106,4009,26073,18739,24382,43480,16209
2055,2021,3,23106,3345,25838,19366,24325,42341,13214
2056,2021,4,23106,3845,27270,20143,26331,46166,16288
2057,2021,1,23107,3320,24987,17904,25952,39209,10969
2058,2021,2,23107,3742,26707,20257,28615,45459,13714
2059,2021,3,23107,3370,25707,19846,25788,40918,10560
2060,2021,4,23107,4283,28080,22004,30811,51187,16788
2061,2021,1,23108,5027,40949,41024,66046,117699,42801
2062,2021,2,23108,5633,45474,43272,70200,132563,57193
2063,2021,3,23108,5144,43076,42767,65144,118436,42005
2064,2021,4,23108,7895,45432,43549,67156,121824,53124
2065,2021,1,23109,924,12176,6353,7143,9779,4867
2066,2021,2,23109,1006,13154,6871,7760,11804,6289
2067,2021,3,23109,885,12896,7292,7901,11208,4721
2068,2021,4,23109,1249,14228,7732,8782,12998,6038
2069,2021,1,23110,6915,61832,31410,37605,54489,20366
2070,2021,2,23110,7919,70459,36347,41991,63754,25286
2071,2021,3,23110,7502,65402,35283,38500,58035,19851
2072,2021,4,23110,9193,77872,38699,43421,65278,24811
2073,2021,1,23111,2708,101187,35753,42649,53655,22748
2074,2021,2,23111,2882,111565,39669,45035,57599,28342
2075,2021,3,23111,2809,107725,38183,42448,51909,20769
2076,2021,4,23111,4329,104371,39734,45412,56986,25985
2077,2021,1,23112,1881,57178,20306,23271,30343,13170
2078,2021,2,23112,2088,59971,21600,25409,32058,15105
2079,2021,3,23112,1745,59842,21190,23440,30219,11403
2080,2021,4,23112,2940,61728,21731,25085,33287,14239
2081,2021,1,23113,3465,31039,12567,16860,55232,17254
2082,2021,2,23113,3730,34201,14097,18614,57438,18738
2083,2021,3,23113,3261,32347,13572,18056,54122,15097
2084,2021,4,23113,4100,34978,14233,20404,57751,17079
2085,2021,1,23114,3690,94885,21095,21999,53421,17702
2086,2021,2,23114,4098,103477,22951,24314,57392,20576
2087,2021,3,23114,3947,97343,21489,23572,55565,16643
2088,2021,4,23114,4769,106651,23949,26607,60254,19143
2089,2021,1,23115,2461,21835,14377,18570,28170,11672
2090,2021,2,23115,3084,25658,17112,22072,35714,14672
2091,2021,3,23115,2552,20017,13534,17400,25763,10461
2092,2021,4,23115,2399,17057,12787,16582,22001,10077
2093,2021,1,23116,1856,11887,8953,11368,15011,5701
2094,2021,2,23116,2195,14565,10623,13758,19764,7730
2095,2021,3,23116,1886,12217,9412,11301,16099,6015
2096,2021,4,23116,2028,12308,9680,11647,15369,6341
2097,2021,1,23117,3480,29994,14252,16239,23513,11155
2098,2021,2,23117,3969,34967,17166,18688,28736,15089
2099,2021,3,23117,3766,35206,16195,18021,27292,12140
2100,2021,4,23117,4498,35676,16683,19055,28334,13384
2101,2021,1,23118,3690,56233,18062,19627,25925,11904
2102,2021,2,23118,4451,64931,21339,22864,31497,15223
2103,2021,3,23118,3841,61079,19983,21117,29840,12738
2104,2021,4,23118,4589,66697,21474,23603,32474,14573
2105,2021,1,23119,2479,40569,13365,14723,27199,11801
2106,2021,2,23119,2734,44165,14991,16553,30601,14226
2107,2021,3,23119,2615,43359,14425,15652,28890,12297
2108,2021,4,23119,3097,45849,16039,18195,32061,14051
2109,2021,1,23120,296,8221,3013,2890,3696,1703
2110,2021,2,23120,425,9541,3722,3690,4935,2303
2111,2021,3,23120,420,9605,3915,4253,5922,2678
2112,2021,4,23120,651,10865,4247,4340,5841,2723
2113,2021,1,23121,550,5862,4599,5834,9706,4658
2114,2021,2,23121,471,6591,5539,6584,12609,5848
2115,2021,3,23121,460,6891,5501,6537,12181,5236
2116,2021,4,23121,830,7379,5698,7206,14478,6660
2117,2021,1,23122,748,35381,14305,17287,33928,11533
2118,2021,2,23122,1086,38271,15731,19234,38263,13908
2119,2021,3,23122,924,36069,15727,18886,35773,11281
2120,2021,4,23122,1168,38675,15750,19996,39222,12477
2121,2021,1,23123,638,35996,14462,18275,44927,14637
2122,2021,2,23123,819,40465,17218,21378,52163,19059
2123,2021,3,23123,847,37385,16826,20724,49608,14804
2124,2021,4,23123,997,40443,16594,21737,51593,16531
2125,2021,1,23124,2286,41597,14182,15905,22303,10310
2126,2021,2,23124,2512,45813,16506,17794,25582,12966
2127,2021,3,23124,2367,42594,16244,16786,23906,10594
