,연도,분기,버스정류장,00~06_승하차_승객수,06~11_승하차_승객수,11~14_승하차_승객수,14~17_승하차_승객수,17~21_승하차_승객수,21~24_승하차_승객수
4774,2022,2,23237,2449,32097,15428,19296,19981,6794
4775,2022,3,23237,2286,31316,16229,19642,20264,7270
4776,2022,4,23237,2297,30725,15189,20256,20093,6578
4777,2022,1,23238,1859,10549,11655,15330,21406,13043
4778,2022,2,23238,4029,14330,13220,20201,25086,15495
4779,2022,3,23238,2962,13988,13750,19746,25596,15333
4780,2022,4,23238,2958,14341,13140,20503,24336,14294
4781,2022,1,23239,828,18854,12582,14191,13873,2822
4782,2022,2,23239,978,23039,12159,17501,18265,3967
4783,2022,3,23239,1038,25057,13628,17663,18358,3803
4784,2022,4,23239,929,23570,12942,17605,17441,3411
4785,2022,1,23240,1227,36819,19337,20630,21952,6114
4786,2022,2,23240,1892,45098,21897,25913,28285,8186
4787,2022,3,23240,2035,47487,23764,26447,30597,7720
4788,2022,4,23240,1924,47956,23140,26167,28448,7412
4789,2022,1,23241,509,2447,2147,2433,4969,1637
4790,2022,2,23241,1085,3577,2436,3126,5582,1988
4791,2022,3,23241,844,4065,2859,3338,6232,2086
4792,2022,4,23241,812,3419,2645,3034,5473,1729
4793,2022,1,23242,2827,52118,31699,37578,63211,21949
4794,2022,2,23242,3790,63709,36264,42205,75926,26858
4795,2022,3,23242,3411,65064,37697,44711,82227,29444
4796,2022,4,23242,3272,69611,38672,45828,79308,27476
4797,2022,1,23243,1483,18991,9153,13725,23850,8870
4798,2022,2,23243,2540,24590,10634,15646,31421,11141
4799,2022,3,23243,1886,24860,11374,17578,33200,10963
4800,2022,4,23243,1862,25566,12380,18597,33419,9884
4801,2022,1,23244,2770,83629,31170,35601,65848,30906
4802,2022,2,23244,5578,89499,33373,45717,75298,38304
4803,2022,3,23244,4580,91780,31587,45212,75650,37616
4804,2022,4,23244,4907,88382,32170,47193,73590,35009
4805,2022,1,23245,876,32447,8628,9994,16523,6152
4806,2022,2,23245,1565,37161,9630,13357,19007,7431
4807,2022,3,23245,1444,36869,10148,13830,20573,7855
4808,2022,4,23245,1745,37344,11933,15685,21475,7872
4809,2022,1,23246,394,10963,8880,9258,12542,7092
4810,2022,2,23246,1077,13518,9852,12735,17803,9622
4811,2022,3,23246,1055,19526,14539,16889,24064,13014
4812,2022,4,23246,1139,17673,13336,18676,25128,12188
4813,2022,1,23247,927,36239,21449,26255,39477,21143
4814,2022,2,23247,1359,42094,19370,28932,44181,23604
4815,2022,3,23247,1574,48463,24690,31451,50226,30064
4816,2022,4,23247,1346,44902,22264,31797,47732,25796
4817,2022,1,23248,604,26302,12541,17228,31159,13928
4818,2022,2,23248,969,41194,14618,22972,34383,16463
4819,2022,3,23248,869,37492,16079,24681,38575,18203
4820,2022,4,23248,821,38270,15102,25798,35898,16421
4821,2022,1,23249,1494,45903,16595,19229,21124,9639
4822,2022,2,23249,1650,54710,16588,33204,24943,11020
4823,2022,3,23249,1680,60538,17979,30844,27732,11625
4824,2022,4,23249,1765,58698,16850,32512,27123,10948
4825,2022,1,23250,1139,18725,10804,14625,25010,9822
4826,2022,2,23250,1017,22773,10630,16784,27692,11246
4827,2022,3,23250,1005,24593,12591,17669,29692,12638
4828,2022,4,23250,882,25184,11612,17468,28273,11697
4829,2022,1,23251,5761,25442,24451,33570,53658,21801
4830,2022,2,23251,12270,31334,29499,38369,65528,27180
4831,2022,3,23251,9828,33788,31582,39637,66951,26187
4832,2022,4,23251,9843,32840,31927,41414,65565,26428
4833,2022,1,23252,1895,34528,29260,34867,43016,20327
4834,2022,2,23252,2778,40630,30140,40461,49809,25409
4835,2022,3,23252,2641,41836,32676,39794,50253,25763
4836,2022,4,23252,2661,40782,30792,39401,46804,22479
4837,2022,1,23253,1403,31217,16968,19324,27262,13755
4838,2022,2,23253,2107,37982,18125,22040,32084,16690
4839,2022,3,23253,2072,37128,19936,22241,32824,17664
4840,2022,4,23253,1836,38677,18645,22322,31965,15966
4841,2022,1,23254,303,6469,4670,5301,7406,4729
4842,2022,2,23254,574,9143,4871,6518,9464,5723
4843,2022,3,23254,490,9262,5910,7757,10596,7061
4844,2022,4,23254,426,9491,5245,7807,10046,6354
4845,2022,1,23255,344,9264,5685,7328,10681,5937
4846,2022,2,23255,563,11111,5659,8057,11979,7037
4847,2022,3,23255,387,12015,7015,9265,13932,8226
4848,2022,4,23255,330,11134,6148,8918,12850,7195
4849,2022,1,23256,1040,11250,5630,6253,10184,5063
4850,2022,2,23256,985,11916,5588,6634,12060,6229
4851,2022,3,23256,954,13008,6763,8156,13403,7925
4852,2022,4,23256,939,11271,6016,7430,12248,6988
4853,2022,1,23257,569,5262,3771,4472,6939,4222
4854,2022,2,23257,653,5959,3959,5672,9034,4619
4855,2022,3,23257,493,6498,4537,6084,9231,5033
4856,2022,4,23257,458,5752,4038,5842,9009,4748
4857,2022,1,23258,1525,44968,28425,31476,42805,22453
4858,2022,2,23258,2736,61091,31214,38915,52410,27579
4859,2022,3,23258,2988,60845,34231,38917,54771,29483
4860,2022,4,23258,3153,62663,32299,37600,51292,27908
4861,2022,1,23259,14219,163983,32986,34103,40671,27215
4862,2022,2,23259,26554,180904,38988,39410,51441,33945
4863,2022,3,23259,23424,192908,41882,41152,51645,34071
4864,2022,4,23259,24082,189552,41155,41021,52650,32629
4865,2022,1,23260,6863,117658,24082,27480,38226,18403
4866,2022,2,23260,12532,129186,28851,31738,47288,22845
4867,2022,3,23260,11394,136031,30205,33616,47522,22544
4868,2022,4,23260,11501,134201,29843,33112,46269,21327
4869,2022,1,23261,402,19042,9631,10495,14251,5714
4870,2022,2,23261,643,20462,8921,13316,16729,7118
4871,2022,3,23261,719,23243,10614,13389,17973,6658
4872,2022,4,23261,636,21349,9723,13590,18098,6521
4873,2022,1,23262,1140,26857,19424,22279,36622,18480
4874,2022,2,23262,1456,28014,16760,25065,39943,21432
4875,2022,3,23262,1560,37549,22225,26938,45034,27319
4876,2022,4,23262,1468,31092,19232,26841,44422,24987
4877,2022,1,23263,2225,47577,48722,54312,87661,57517
4878,2022,2,23263,3529,54721,43552,61663,94796,64146
4879,2022,3,23263,3224,65232,59135,68659,110389,78408
4880,2022,4,23263,3138,59755,51494,68148,101025,66882
4881,2022,1,23264,1323,24288,17514,18096,24211,16982
4882,2022,2,23264,2050,31196,18475,21850,28938,20537
4883,2022,3,23264,2207,35036,22748,23925,34094,24910
4884,2022,4,23264,2020,33201,20858,23236,30533,20630
4885,2022,1,23265,1130,25928,27214,32651,44295,20172
4886,2022,2,23265,2284,32211,29752,41260,54146,25001
4887,2022,3,23265,2240,34570,34863,44457,60269,28630
4888,2022,4,23265,2046,34427,33317,43515,57634,25887
4889,2022,1,23266,136,7554,2315,2552,3237,2325
4890,2022,2,23266,931,12273,4580,4682,6245,4069
4891,2022,3,23266,912,21022,6638,6310,8782,5387
4892,2022,4,23266,758,19291,6788,6264,9036,5461
4893,2022,1,23267,57,3585,1317,1177,1421,791
4894,2022,2,23267,302,5152,2114,2185,2644,1527
4895,2022,3,23267,275,6601,2607,2573,3322,1761
4896,2022,4,23267,247,6366,2502,2663,3716,1827
4897,2022,1,23268,2505,37225,12498,13806,22223,9962
4898,2022,2,23268,3469,43256,14805,17129,26611,11743
4899,2022,3,23268,3253,44864,14783,17362,26929,11222
4900,2022,4,23268,3157,45095,15028,17764,26033,11497
4901,2022,1,23269,1161,42100,14539,18166,36564,10635
4902,2022,2,23269,2025,47946,16800,21196,40739,12458
4903,2022,3,23269,1604,49162,17309,21488,40773,12509
4904,2022,4,23269,1709,48340,17336,22231,41046,12115
4905,2022,1,23270,169,10111,3639,3649,4389,2665
4906,2022,2,23270,888,13513,5478,5734,6386,3219
4907,2022,3,23270,761,17570,6204,6112,7087,3486
4908,2022,4,23270,791,16497,5921,5817,7016,3458
4909,2022,1,23271,2316,21328,5695,6399,9480,3879
4910,2022,2,23271,3005,26236,7904,8822,12719,5143
4911,2022,3,23271,3325,29988,8484,9323,13866,5733
4912,2022,4,23271,3472,27743,8725,9709,13821,5642
4913,2022,1,23272,301,7835,3994,5634,11374,3715
4914,2022,2,23272,605,10286,4855,6573,13766,4538
4915,2022,3,23272,549,10881,5270,7100,13728,4472
4916,2022,4,23272,506,10723,5074,6646,12998,4608
4917,2022,1,23273,839,8015,4346,4134,5990,3061
4918,2022,2,23273,1368,9339,4884,5174,7778,3337
4919,2022,3,23273,1266,10918,5208,5701,8334,3439
4920,2022,4,23273,1308,10313,5092,5601,7829,3013
4921,2022,1,23274,43,1224,943,1036,1239,617
4922,2022,2,23274,223,1572,1260,1461,1651,800
4923,2022,3,23274,155,1731,1335,1466,1706,800
4924,2022,4,23274,122,1566,1256,1294,1629,766
4925,2022,1,23275,3094,44767,19629,21051,35408,16706
4926,2022,2,23275,4776,52314,22755,25086,42816,19650
4927,2022,3,23275,4881,54048,24085,25516,42113,19373
4928,2022,4,23275,4986,53058,23319,25663,40761,18500
4929,2022,1,23276,3047,48969,22060,25353,37703,17788
4930,2022,2,23276,5284,57742,25283,29268,45049,21522
4931,2022,3,23276,5417,58140,26357,30020,45342,21187
4932,2022,4,23276,5156,57390,26054,28925,42639,20514
4933,2022,1,23277,10283,42611,22952,27501,48003,15890
4934,2022,2,23277,16241,51558,27925,32780,58874,20907
4935,2022,3,23277,15442,60560,30275,34236,61861,20049
4936,2022,4,23277,15867,58163,30863,34318,60114,18796
4937,2022,1,23278,1009,13362,9284,13460,24646,12207
4938,2022,2,23278,2035,18031,13272,18329,33502,15382
4939,2022,3,23278,1907,21301,14837,19726,39832,16734
4940,2022,4,23278,2158,21066,15538,19407,38305,16241
4941,2022,1,23279,3016,28527,9582,9721,13729,5889
4942,2022,2,23279,3524,37979,13106,12991,18842,7733
4943,2022,3,23279,3799,48558,14954,14522,22123,8759
4944,2022,4,23279,4018,48804,15297,14622,21984,8785
4945,2022,1,23280,15088,33568,20497,23255,43716,20786
4946,2022,2,23280,22956,40897,24854,27809,52430,22767
4947,2022,3,23280,21538,44677,26443,28743,56846,23544
4948,2022,4,23280,22814,42847,26158,29094,56408,22462
4949,2022,1,23281,3196,108221,32307,38358,83640,27479
4950,2022,2,23281,5252,121740,37076,43307,95185,31904
4951,2022,3,23281,4227,124108,39109,45031,97051,30153
4952,2022,4,23281,4552,125509,40013,45788,96219,29328
4953,2022,1,23282,5223,87164,27069,31025,59485,24909
4954,2022,2,23282,7258,100974,30835,35921,68047,29121
4955,2022,3,23282,6784,104336,33408,37031,69209,29553
4956,2022,4,23282,6898,102543,33584,37660,69523,29424
4957,2022,1,23283,9650,22430,20675,25051,38747,16305
4958,2022,2,23283,16185,29657,25044,30392,49654,22423
4959,2022,3,23283,15140,32342,25779,30761,50916,22048
4960,2022,4,23283,14942,30486,25452,31015,49710,20569
4961,2022,1,23284,12245,29102,27709,34956,54607,21128
4962,2022,2,23284,25280,35561,32017,40007,68549,28680
4963,2022,3,23284,22583,36554,32381,40478,69140,27421
4964,2022,4,23284,22903,33980,30781,38561,65606,24985
4965,2022,1,23285,1117,33974,19304,22886,34089,11936
4966,2022,2,23285,1667,33970,18745,22233,36798,13042
4967,2022,3,23285,1346,27953,18440,21602,34443,10485
4968,2022,4,23285,1512,25354,16410,18956,31331,9451
4969,2022,1,23286,604,53594,24963,26780,38124,14003
4970,2022,2,23286,1574,57616,25287,26878,41169,15647
4971,2022,3,23286,1051,47502,23230,25216,38158,13904
4972,2022,4,23286,1212,47007,23123,23743,35340,12341
4973,2022,1,23287,18740,73570,34885,36830,47115,29998
4974,2022,2,23287,39199,87829,40632,42038,59887,39204
4975,2022,3,23287,31913,86734,40930,41255,55489,34942
4976,2022,4,23287,31164,80277,38677,40021,52367,31747
4977,2022,1,23288,6786,54370,23915,23587,29034,17430
4978,2022,2,23288,16129,67105,29564,28000,37691,22298
4979,2022,3,23288,13882,70437,30382,29472,39049,21805
4980,2022,4,23288,14308,68760,30764,29482,38762,20570
4981,2022,1,23289,1648,38306,9032,9765,17626,8169
4982,2022,2,23289,2240,42762,10643,11739,21225,9717
4983,2022,3,23289,2189,43012,11485,12138,22493,9603
4984,2022,4,23289,2016,44115,11354,12183,22725,9505
4985,2022,1,23290,958,21193,17660,18444,21488,9602
4986,2022,2,23290,1572,22040,15723,16971,23791,12092
4987,2022,3,23290,1691,23337,17258,18284,24514,12151
4988,2022,4,23290,1702,20962,15522,17339,23855,12069
4989,2022,1,23291,2056,42825,21371,25822,49964,18710
4990,2022,2,23291,3116,52343,22977,29369,56061,22227
4991,2022,3,23291,3324,53676,24227,28798,56654,21884
4992,2022,4,23291,3067,53803,24477,29473,57044,21656
4993,2022,1,23292,191,10035,5048,5164,7952,4406
4994,2022,2,23292,552,12380,6158,6223,9663,5300
4995,2022,3,23292,396,12660,6284,6597,10164,5433
4996,2022,4,23292,319,11761,6102,6472,9434,4957
4997,2022,1,23293,469,7477,4265,4915,8611,3319
4998,2022,2,23293,563,9161,4875,5874,10747,3933
4999,2022,3,23293,641,9998,5119,6120,11375,4262
5000,2022,4,23293,483,8731,4988,5797,10673,3607
5001,2022,1,23294,2939,35333,14940,17683,34500,13973
5002,2022,2,23294,4254,44927,17455,20967,39043,16899
5003,2022,3,23294,3624,44116,18026,21948,40708,17836
5004,2022,4,23294,3661,43096,18284,21256,38230,16679
5005,2022,1,23295,575,12288,6641,8131,14094,3882
5006,2022,2,23295,728,15131,7757,8930,15552,5005
5007,2022,3,23295,716,15840,7882,9388,15479,4397
5008,2022,4,23295,749,15343,7312,8670,14469,3878
5009,2022,1,23296,469,18218,9015,10515,15341,6591
5010,2022,2,23296,909,25141,12421,14099,19647,8923
5011,2022,3,23296,1175,29097,14571,15932,22985,9762
5012,2022,4,23296,1064,28189,14123,15606,22038,9126
5013,2022,1,23297,1382,15640,7764,8002,10952,4849
5014,2022,2,23297,1786,20051,9712,11203,14840,6440
5015,2022,3,23297,1991,21302,10821,12147,16737,7159
5016,2022,4,23297,1704,20729,10289,11818,16326,7220
5017,2022,1,23298,277,9833,5029,6849,14598,4106
5018,2022,2,23298,764,13057,7339,9243,19454,5652
5019,2022,3,23298,1049,16297,8367,10547,22103,6500
5020,2022,4,23298,1024,16505,8653,10652,21358,6678
5021,2022,1,23299,1126,16038,4773,5380,9011,3432
5022,2022,2,23299,1857,19968,6592,7715,12886,4906
5023,2022,3,23299,2088,24076,7676,9021,15144,5623
5024,2022,4,23299,2219,24022,7766,8939,15509,5761
5025,2022,1,23300,466,17495,13702,15073,16914,6262
5026,2022,2,23300,746,22745,14718,17669,19897,7785
5027,2022,3,23300,701,24418,17087,20534,22770,8473
5028,2022,4,23300,655,24107,15459,19998,22597,7947
5029,2022,1,23301,401,13982,8390,9801,12667,4941
5030,2022,2,23301,501,16236,9344,12737,14542,5972
5031,2022,3,23301,532,18306,10525,13595,15961,6453
5032,2022,4,23301,548,16250,9479,12885,14984,5913
5033,2022,1,23302,1257,38107,10885,10714,18573,8480
5034,2022,2,23302,1785,41638,12212,12433,21655,9827
5035,2022,3,23302,1441,42506,12815,12956,21979,9800
5036,2022,4,23302,1427,40765,12704,13361,22038,9865
5037,2022,1,23303,724,9601,4920,5726,11508,3439
5038,2022,2,23303,877,11622,5689,6695,13524,4354
5039,2022,3,23303,928,12457,6300,7292,15079,5019
5040,2022,4,23303,828,11665,5856,6952,14854,4596
5041,2022,1,23304,928,19051,10443,13428,28657,8540
5042,2022,2,23304,1613,23582,12133,15470,33585,9780
5043,2022,3,23304,1370,25037,12686,16825,35051,9916
5044,2022,4,23304,1378,25752,13097,16817,36289,10579
5045,2022,1,23305,10715,62140,22735,24892,33329,21325
5046,2022,2,23305,19020,74910,27599,29074,41745,24565
5047,2022,3,23305,16785,78851,27840,29599,43457,24487
5048,2022,4,23305,16817,77554,28917,29099,42432,21930
5049,2022,1,23306,7695,42537,19724,22307,28816,14876
5050,2022,2,23306,13956,50101,25046,25886,36213,17621
5051,2022,3,23306,11652,51743,26560,28371,38667,18286
5052,2022,4,23306,12079,50905,27046,28582,38056,17194
5053,2022,1,23307,2360,41500,30293,32908,44783,24423
5054,2022,2,23307,5578,49500,32756,51276,54870,29128
5055,2022,3,23307,5244,51199,32736,48633,57876,30174
5056,2022,4,23307,4880,49614,31012,51060,55956,29034
5057,2022,1,23308,2555,30027,25698,33089,44423,23127
5058,2022,2,23308,4757,35769,26469,37867,52451,27540
5059,2022,3,23308,3807,37848,28969,39233,54643,27353
5060,2022,4,23308,3875,35902,26784,39152,53445,25545
5061,2022,1,23309,1194,17301,19801,25568,37126,14259
5062,2022,2,23309,3048,22044,20970,30308,44239,18300
5063,2022,3,23309,2311,23453,23622,31514,46029,18694
5064,2022,4,23309,2290,22045,22325,31522,43125,17448
5065,2022,1,23310,3984,97723,28159,27975,44121,21374
5066,2022,2,23310,5242,108247,30991,34042,50841,25071
5067,2022,3,23310,4735,110329,32984,35434,54927,26646
5068,2022,4,23310,5097,112067,33314,36811,55713,26891
5069,2022,1,23311,3224,54879,25112,26896,34045,16170
5070,2022,2,23311,4187,65981,28853,32209,39690,19654
5071,2022,3,23311,4067,67900,31538,35223,42785,20332
5072,2022,4,23311,3899,68858,32191,35823,43088,20038
5073,2022,1,23312,2738,59289,26609,32023,61743,18575
5074,2022,2,23312,3622,65270,28882,36511,67673,22077
5075,2022,3,23312,3210,66526,30084,37770,68710,22053
5076,2022,4,23312,3204,66926,30354,37888,68160,21815
5077,2022,1,23313,1698,36962,15911,21526,51474,14343
5078,2022,2,23313,2619,43369,18677,24040,55161,15773
5079,2022,3,23313,2569,44679,19308,24551,54703,14888
5080,2022,4,23313,2458,46295,19471,24680,55549,14960
5081,2022,1,23314,2337,65318,28133,34838,55166,19290
5082,2022,2,23314,4532,75296,28979,38876,63209,21838
5083,2022,3,23314,4228,75299,31252,38741,64049,22060
5084,2022,4,23314,4254,75753,30154,40536,64009,21218
5085,2022,1,23315,1384,40493,18933,21775,36833,13215
5086,2022,2,23315,3199,47010,21802,24715,41694,15320
5087,2022,3,23315,2780,47697,22992,26674,42680,15009
5088,2022,4,23315,2837,47152,22973,27212,41915,14381
5089,2022,1,23316,1386,16391,10820,11742,17385,6043
5090,2022,2,23316,2263,21100,12695,14278,21213,7533
5091,2022,3,23316,2132,21751,13792,14687,21959,7581
5092,2022,4,23316,2382,21690,12712,13887,20828,7173
5093,2022,1,23317,2167,33637,17373,20209,28797,11601
5094,2022,2,23317,3749,41105,20378,23349,36555,15067
5095,2022,3,23317,3285,40197,20480,22986,35412,14121
5096,2022,4,23317,2959,41216,20880,22815,34009,12982
5097,2022,1,23318,5530,45926,29036,32610,47933,18249
5098,2022,2,23318,7920,57616,31592,38535,58022,23718
5099,2022,3,23318,6964,54789,31041,35762,56237,21134
5100,2022,4,23318,6493,54289,31871,37293,54704,19934
5101,2022,1,23319,6024,49546,22485,25914,36936,16333
5102,2022,2,23319,7538,57715,26482,30387,44335,19912
5103,2022,3,23319,7264,55810,25321,27391,41848,18105
5104,2022,4,23319,7603,51921,23553,26859,38615,16527
5105,2022,1,23320,279,2268,1409,1900,3778,1786
5106,2022,2,23320,839,3058,1595,2250,4721,2737
5107,2022,3,23320,752,3255,1698,2137,4848,2766
5108,2022,4,23320,812,3654,1758,2365,4832,2660
5109,2022,1,23321,3147,51496,22140,25083,43921,17752
5110,2022,2,23321,5538,57531,24746,35464,52461,21551
5111,2022,3,23321,4906,59136,26059,32729,51761,20406
5112,2022,4,23321,4969,57645,24925,33564,51192,19112
5113,2022,1,23322,915,10327,5744,6432,12503,3272
5114,2022,2,23322,1094,12932,6507,7518,15084,3785
5115,2022,3,23322,1062,13037,6893,7673,15465,3765
5116,2022,4,23322,1077,13506,6956,8174,15757,3669
5117,2022,1,23323,2581,69362,25491,34061,61768,28831
5118,2022,2,23323,5180,77122,29229,42175,70018,33728
5119,2022,3,23323,4625,78944,30231,42166,72024,32847
5120,2022,4,23323,4544,73839,28967,42586,70336,33433
5121,2022,1,23324,1679,12991,7993,9148,13392,6837
5122,2022,2,23324,3306,15665,8993,11053,15508,8384
5123,2022,3,23324,2883,15975,9310,11231,15826,8162
5124,2022,4,23324,2692,15398,8837,11123,15451,7498
5125,2022,1,23325,860,7058,3564,4321,8024,3080
5126,2022,2,23325,1459,9218,4728,5936,10119,3714
5127,2022,3,23325,1590,9154,4693,5618,10518,3836
5128,2022,4,23325,1603,9276,4679,5873,10190,3728
5129,2022,1,23326,377,7887,5499,6612,9123,3753
5130,2022,2,23326,728,9654,6710,8564,11459,5117
5131,2022,3,23326,784,10786,6960,8153,12007,4896
5132,2022,4,23326,759,10163,6617,7983,11037,4766
5133,2022,1,23327,1521,18887,14193,17164,21482,8254
5134,2022,2,23327,2897,24195,15946,23287,26678,10532
5135,2022,3,23327,2649,25050,16840,23590,26810,10272
5136,2022,4,23327,2521,25102,16993,23889,26992,9254
5137,2022,1,23329,1183,12768,7489,9190,12703,5530
5138,2022,2,23329,1989,18302,9020,11921,16600,6988
5139,2022,3,23329,1881,17874,9071,11279,16894,6715
5140,2022,4,23329,1625,18829,9079,11555,16687,6622
5141,2022,1,23330,2035,34883,23807,33203,43174,17033
5142,2022,2,23330,4237,41483,25407,38559,51617,20224
5143,2022,3,23330,3573,41961,26078,38593,52046,19955
5144,2022,4,23330,3461,43594,26219,40922,51907,19638
5145,2022,1,23331,1097,21883,17804,22850,44841,11313
5146,2022,2,23331,2471,28186,20550,28298,53883,14065
5147,2022,3,23331,2160,30555,23183,29948,56065,14477
5148,2022,4,23331,1827,31325,23210,30797,56109,14353
5149,2022,1,23332,602,6714,6114,8317,10526,5612
5150,2022,2,23332,1515,10789,6081,10336,12997,6992
5151,2022,3,23332,1579,10365,6871,10370,13237,6861
5152,2022,4,23332,1552,10638,6182,10950,13324,6633
5153,2022,1,23333,585,6865,4369,5587,6361,3116
5154,2022,2,23333,1402,12418,5108,8457,8465,4009
5155,2022,3,23333,1166,10933,5620,7629,8642,3985
5156,2022,4,23333,923,11962,5648,8606,8770,3592
5157,2022,1,23334,607,6324,4218,7044,10285,6932
5158,2022,2,23334,1536,10493,5158,12226,12604,8506
5159,2022,3,23334,1688,9436,5483,10201,13215,8415
5160,2022,4,23334,1482,10709,5113,12142,12857,8310
5161,2022,1,23335,1444,18590,9324,10624,12439,5433
5162,2022,2,23335,2413,25937,9617,17752,14373,6740
5163,2022,3,23335,2556,26265,9994,15599,14326,6505
5164,2022,4,23335,2281,28851,9446,16285,14303,6262
5165,2022,1,23336,1416,21604,10900,15159,22104,8672
5166,2022,2,23336,2748,26587,11290,18361,24883,10240
5167,2022,3,23336,2830,29057,11776,17435,23840,9676
5168,2022,4,23336,2497,28982,10812,17648,22455,8975
5169,2022,1,23338,419,7568,3227,4209,6284,2413
5170,2022,2,23338,680,8977,3441,4444,7413,3029
5171,2022,3,23338,754,9334,3628,4498,8274,2887
5172,2022,4,23338,666,9562,3681,4980,8323,3032
5173,2022,1,23339,771,19131,8557,9012,12660,4234
5174,2022,2,23339,1110,23048,8609,10028,15299,5183
5175,2022,3,23339,1105,22768,8848,10351,15583,5146
5176,2022,4,23339,1062,21723,9041,10517,14712,4733
5177,2022,1,23340,567,17555,9503,8936,9362,2937
5178,2022,2,23340,845,21610,10694,10737,12260,3722
5179,2022,3,23340,1063,22186,11544,11154,12293,3859
5180,2022,4,23340,1108,21703,11319,10975,12247,3603
5181,2022,1,23341,55,2712,1485,1918,2133,592
5182,2022,2,23341,52,3941,1571,2175,2284,693
5183,2022,3,23341,48,3883,1863,2549,2453,811
5184,2022,4,23341,88,3890,1591,2369,2698,850
5185,2022,1,23342,412,12561,5800,8693,6393,1294
5186,2022,2,23342,477,17839,7525,14908,8461,1556
5187,2022,3,23342,484,16747,8302,13233,8859,1499
5188,2022,4,23342,448,18060,8000,14536,8918,1358
5189,2022,1,23343,354,14251,7626,10032,7850,2110
5190,2022,2,23343,548,21142,7606,18222,10263,2705
5191,2022,3,23343,555,19168,7601,15237,10310,2528
5192,2022,4,23343,551,22048,7925,15781,9526,2263
5193,2022,1,23344,1142,22883,13624,21440,21657,4276
5194,2022,2,23344,1212,27217,14459,25120,26129,5105
5195,2022,3,23344,1150,27403,15070,27285,27480,4943
5196,2022,4,23344,1569,27897,14771,28471,26606,5105
5197,2022,1,23345,1214,39992,18522,19264,18353,4544
5198,2022,2,23345,1484,54949,20634,21595,21994,5873
5199,2022,3,23345,1465,53635,20994,21495,22583,5796
5200,2022,4,23345,1713,57140,21795,24267,26172,7527
5201,2022,1,23346,163,8408,6123,7418,7606,1787
5202,2022,2,23346,222,10392,6403,7987,9158,2134
5203,2022,3,23346,163,11552,6934,8778,9727,2477
5204,2022,4,23346,194,10912,6721,8658,9751,2530
5205,2022,1,23347,50,6239,3271,3002,3202,802
5206,2022,2,23347,117,7948,3344,3760,3810,1259
5207,2022,3,23347,127,8593,3631,4247,4287,1280
5208,2022,4,23347,66,8542,3580,4062,4032,1046
5209,2022,1,23348,425,5254,3401,4174,6847,3677
5210,2022,2,23348,696,6323,3504,5011,7836,4495
5211,2022,3,23348,655,6716,4022,5276,8492,4870
5212,2022,4,23348,481,5713,3233,4083,6286,3353
5213,2022,1,23349,260,3370,2844,3407,6141,3843
5214,2022,2,23349,689,4081,2997,4638,7347,4747
5215,2022,3,23349,580,4017,3376,5053,7560,4868
5216,2022,4,23349,558,4223,3189,5191,7242,4901
5217,2022,1,23350,1193,9292,4930,4739,5387,1630
5218,2022,2,23350,1199,12259,5146,5492,6581,2147
5219,2022,3,23350,905,12716,5390,5885,6558,1972
5220,2022,4,23350,882,12678,5058,5558,6673,2086
5221,2022,1,23351,1186,13294,8865,11887,17907,10156
5222,2022,2,23351,1994,21717,8861,19190,20040,11828
5223,2022,3,23351,1748,19319,9578,17775,20786,11809
5224,2022,4,23351,1827,22960,10408,19320,23234,13380
5225,2022,1,23352,1641,25311,18763,24395,45777,24630
5226,2022,2,23352,3740,29780,19456,27962,51284,29926
5227,2022,3,23352,3300,30189,21074,28748,53580,31364
5228,2022,4,23352,3574,31035,19785,29614,53666,30359
5229,2022,1,23353,1864,37831,17228,20887,18035,3796
5230,2022,2,23353,2017,50981,16755,33614,22419,5335
5231,2022,3,23353,1813,51805,18261,30017,23558,5056
5232,2022,4,23353,1710,54765,19221,29575,22512,4907
5233,2022,1,23354,1369,41291,25747,29109,32057,8181
5234,2022,2,23354,1829,48534,26081,34572,39663,10843
5235,2022,3,23354,1911,53240,28814,33701,39902,10681
5236,2022,4,23354,1619,48977,27377,33789,38512,10597
5237,2022,1,23355,199,4565,5394,6531,7277,2725
5238,2022,2,23355,639,5238,5427,7907,9350,3703
5239,2022,3,23355,574,5876,6101,7926,9383,3647
5240,2022,4,23355,460,4991,5518,7673,8655,3627
5241,2022,1,23356,273,3461,4307,5706,7288,2645
5242,2022,2,23356,359,4336,4275,7051,8245,3102
5243,2022,3,23356,335,4450,5188,7033,8153,3149
5244,2022,4,23356,432,4401,4516,6631,7637,3013
5245,2022,1,23357,135,2832,2168,2539,3360,1860
5246,2022,2,23357,500,4331,2129,3858,4147,2064
5247,2022,3,23357,520,3869,2288,3676,4065,1926
5248,2022,4,23357,490,3608,2375,3962,3856,2050
5249,2022,1,23358,136,5946,3029,3387,2982,846
5250,2022,2,23358,239,7735,2958,4852,3606,898
5251,2022,3,23358,287,7412,3336,4514,3655,880
5252,2022,4,23358,276,7925,3160,4434,3662,825
5253,2022,1,23359,583,16292,17054,22420,34474,18094
5254,2022,2,23359,864,19777,16602,26660,35504,21050
5255,2022,3,23359,844,19193,17797,25319,34462,20152
5256,2022,4,23359,1039,19026,16146,26045,32755,17771
5257,2022,1,23360,2186,10653,10082,14896,27116,16487
5258,2022,2,23360,7383,15659,11303,21081,34639,22147
