연도,분기,상권_코드,점포수,시간대_00~06_매출_금액_평균,시간대_06~11_매출_금액_평균,시간대_11~14_매출_금액_평균,시간대_14~17_매출_금액_평균,시간대_17~21_매출_금액_평균,시간대_21~24_매출_금액_평균,총 상주인구 수,총 가구 수,아파트 가구 수,비아파트 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,폴리곤_좌표,상권_중앙위경도_값,00~06시_지하철,06~11시_지하철,11~14시_지하철,14~17시_지하철,17~21시_지하철,21~24시_지하철,00~06시_버스,06~11시_버스,11~14시_버스,14~17시_버스,17~21시_버스,21~24시_버스,포함된_버정_수,포함된_역_수
2020,2,2120210,93,122059.39714049392,221907.22816967976,191365.58548977904,160596.47855370436,261598.86163299068,174604.1280869668,4534.0,3089.0,0.0,3089.0,48780.0,93.0,30.0,745.0,692.0,112.0,101.0,5.0,141.0,5127886,760835,1064620,927561,916012,983346,475512,817014,817034,822203,823652,802679,562968,482337,204334,445014,11680,"POLYGON ((204332.5735 445272.9542, 204438.4928 445257.855, 204464.1978 445259.08640000003, 204506.276 445261.1022, 204558.7698 445263.616900001, 204593.8515 445265.2974, 204623.602 445279.955800001, 204640.0016 445239.8313, 204649.8069 445215.8387, 204656.5671 445199.2981, 204680.3697 445141.0559, 204706.5346 445077.3629, 204709.3797 445070.4399, 204720.6404 445043.0252, 204728.4663 445023.9726, 204747.9479 444976.545299999, 204777.1228 444905.5243, 204744.1773 444891.9739, 204716.2887 444880.5035, 204723.71110000001 444860.7939, 204729.4329 444845.60029999906, 204741.6402 444813.184900001, 204707.8743 444800.43899999897, 204674.791 444786.8432, 204641.36000000002 444772.960200001, 204660.3917 444724.585899999, 204662.8727 444721.3379, 204627.1623 444706.58149999904, 204597.8536 444694.567199999, 204553.2973 444676.3025, 204517.7179 444661.7171, 204514.1078 444660.237400001, 204468.8353 444641.6796, 204465.6349 444650.171599999, 204463.688 444655.3377, 204446.5615 444700.77999999904, 204424.0646 444760.4713, 204424.015 444760.6043, 204423.9138 444760.8719, 204407.1561 444805.3355, 204396.6034 444833.335100001, 204396.2832 444833.20570000104, 204317.8272 444801.363700001, 204265.6943 444818.8827, 204248.9852 444824.4978, 204216.5005 444835.41379999905, 204160.0858 444817.9921, 204107.508 444801.755200001, 204075.5333 444791.880999999, 204065.9204 444816.4055, 204057.9308 444836.7892, 204036.0041 444892.7304, 204036.1467 444892.7854, 204035.699 444893.8564, 204035.5869 444893.813200001, 203999.9708 444986.263, 203988.9715 445013.0747, 203981.2574 445014.829500001, 203952.1196 445021.459000001, 203936.7069 445024.9658, 203922.8507 445028.1185, 203892.3669 445035.055, 203904.8609 445088.4847, 203918.5708 445147.114499999, 203924.8419 445144.23960000096, 203948.0177 445139.158, 203977.5426 445132.683599999, 203992.6105 445129.379799999, 204019.7996 445173.4669, 204021.6776 445176.5119, 204033.1132 445195.0539, 204089.6064 445151.8202, 204113.1097 445182.973300001, 204135.6651 445212.8784, 204129.786 445214.6373, 204083.3029 445250.314300001, 203990.0995 445321.85019999905, 204009.2819 445346.430400001, 204036.3791 445381.1479, 204037.0323 445381.85249999905, 204069.6798 445356.7555, 204143.6667 445299.8847, 204332.5735 445272.9542))","37.50458384746136, 127.04901603682542",43668.0,3356981.0,1131481.0,1432189.0,3055509.0,765857.0,54291.0,408769.0,146591.0,171001.0,250638.0,119352.0,6,1
2020,2,2120211,9,102914.35653235653,146399.36996336994,148891.01343101342,138333.91330891332,257492.8192918193,175241.18192918194,1620.0,699.0,0.0,699.0,984.0,22.0,3.0,68.0,51.0,66.0,38.0,22.0,74.0,820824,107991,153428,138610,149331,187863,83600,116011,118421,119532,119124,119187,120130,108416,204652,444566,11680,"POLYGON ((204761.806 444719.763599999, 204758.0677 444674.4268, 204804.2118 444693.2689, 204819.0157 444658.9011, 204834.3272 444623.35469999904, 204814.6792 444615.2863, 204750.8382 444589.0704, 204724.0196 444578.0581, 204715.9417 444574.741, 204682.2721 444560.9146, 204701.857 444508.9374, 204714.8713 444474.3959, 204729.6708 444435.1174, 204690.0314 444418.807800001, 204655.4276 444404.569399999, 204618.03340000001 444389.184, 204571.4501 444370.0164, 204571.2527 444369.933, 204560.6452 444398.078299999, 204545.8322 444437.3817, 204533.0516 444471.2929, 204523.7996 444495.8419, 204520.2199 444505.3397, 204499.2419 444561.000800001, 204497.0413 444566.836300001, 204469.6881 444639.4168, 204468.8353 444641.6796, 204514.1078 444660.237400001, 204517.7179 444661.7171, 204553.2973 444676.3025, 204597.8536 444694.567199999, 204627.1623 444706.58149999904, 204662.8727 444721.3379, 204694.9423 444734.3664, 204727.2808 444747.6229, 204727.7718 444747.823799999, 204761.1302 444761.498199999, 204765.3913 444763.245200001, 204761.806 444719.763599999))","37.50054579641033, 127.05260967286942",,,,,,,2950.0,51215.0,27832.0,31905.0,49339.0,24232.0,4,0
2020,2,2120212,21,37913.14076399791,112522.87441130298,104916.326007326,116566.1423338566,183321.2019884877,102587.69335426476,1554.0,713.0,0.0,713.0,713.0,20.0,0.0,54.0,53.0,47.0,14.0,52.0,59.0,1182113,198787,208152,173982,198237,262072,140881,162493,164802,166848,166057,168556,182920,170437,204753,444195,11680,"POLYGON ((204803.8752 444315.339600001, 204804.4913 444312.7952, 204829.6048 444323.0299, 204886.604 444346.2586, 204920.2814 444359.983100001, 204927.8595 444341.5087, 204938.5249 444315.508199999, 204945.3022 444298.9859, 204951.8355 444283.0592, 204958.7611 444266.1753, 204965.5788 444249.55409999896, 204978.0149 444219.2359, 204978.0574 444219.252800001, 204978.5149 444218.0814, 204978.4923 444218.0722, 205002.9381 444158.077, 204858.8204 444100.9968, 204836.2274 444159.781400001, 204835.52419999999 444161.598300001, 204834.2538 444161.0844, 204833.8926 444160.937999999, 204833.2216 444160.6666, 204762.6171 444132.1072, 204759.9388 444131.023700001, 204693.2473 444104.0469, 204674.5018 444096.4256, 204674.3636 444096.3694, 204674.6365 444095.6438, 204689.8221 444055.348300001, 204697.8462 444034.04649999907, 204698.0911 444033.397500001, 204700.3356 444027.452099999, 204715.7817 443986.5353, 204715.4967 443986.384, 204704.2763 443981.2027, 204626.2705 443947.8676, 204606.7232 443993.6851, 204647.0512 444013.1623, 204632.1317 444053.242699999, 204624.968 444073.8561, 204624.8827 444074.1119, 204581.5166 444055.3444, 204566.3631 444048.785, 204536.6568 444035.9264, 204517.3902 444083.1228, 204504.9056 444113.706, 204510.0108 444115.84940000105, 204520.1786 444120.2805, 204528.8009 444099.2908, 204613.5716 444135.964, 204604.6458 444156.6359, 204606.2713 444157.3366, 204603.91330000001 444162.8506, 204615.4201 444167.8389, 204613.0106 444173.418099999, 204604.0077 444194.2633, 204547.4395 444170.8729, 204496.0884 444149.639799999, 204491.2482 444147.16269999905, 204485.7765 444160.56680000003, 204478.7861 444177.691400001, 204547.137 444206.6843, 204620.9746 444238.0045, 204590.3945 444319.1437, 204576.752 444355.34180000104, 204571.2527 444369.933, 204571.4501 444370.0164, 204618.03340000001 444389.184, 204655.4276 444404.569399999, 204690.0314 444418.807800001, 204729.6708 444435.1174, 204751.4 444444.057700001, 204755.0886 444434.9098, 204760.2748 444422.200999999, 204767.2231 444405.1702, 204771.1062 444395.6523, 204776.1782 444383.2225, 204780.4464 444372.7618, 204784.7515 444362.209799999, 204789.2106 444351.27999999904, 204793.7438 444340.1711, 204798.3129 444328.9713, 204803.8752 444315.339600001))","37.49720255031762, 127.05374948985842",9187.0,564694.0,281314.0,310197.0,617888.0,204314.0,10451.0,170529.0,91256.0,112773.0,166481.0,72984.0,4,1
2020,2,2120213,35,89896.67566718995,133790.33751962322,119780.44772370488,116134.97802197802,201517.33092621664,169263.84992150706,4240.0,2354.0,0.0,2354.0,8472.0,85.0,29.0,481.0,195.0,75.0,38.0,32.0,266.0,1675888,321768,353072,275639,268817,288822,167767,260275,261116,261984,261851,256091,193927,180646,204754,445856,11680,"POLYGON ((204774.7116 446009.04859999905, 204791.1835 445970.6088, 204802.1104 445972.995999999, 204829.1598 445940.782600001, 204846.533 445945.1624, 204852.4715 445948.7312, 204860.1598 445938.3464, 204866.3233 445939.688100001, 204878.5695 445942.3539, 204882.279 445944.5144, 204901.8721 445955.926200001, 204930.5757 445889.8018, 204942.314 445862.7612, 204954.5475 445823.628699999, 204958.9338 445809.5989, 204979.6857 445743.21680000104, 205019.5921 445758.5733, 205073.7603 445779.418, 205133.952 445641.586100001, 205073.5669 445618.4033, 205024.5836 445599.5976, 204966.0704 445577.1118, 204888.6876 445544.1735, 204887.7148 445543.762800001, 204842.4923 445524.325300001, 204814.5697 445512.324899999, 204797.0585 445553.28910000104, 204785.0589 445581.35999999905, 204753.4673 445567.6395, 204724.6564 445636.7235, 204709.5837 445630.2873, 204695.9539 445624.4671, 204680.0941 445617.6949, 204665.0477 445636.774499999, 204637.3143 445671.94180000003, 204616.1121 445698.827400001, 204590.3329 445731.5166, 204619.5235 445743.949899999, 204602.0313 445766.0264, 204571.464 445804.60359999904, 204555.8908 445824.258300001, 204548.4327 445833.6701, 204521.6413 445812.0438, 204547.9535 445778.47749999905, 204524.0821 445760.0162, 204557.7105 445717.622099999, 204580.3267 445689.1108, 204589.0074 445678.167300001, 204597.749 445667.1472, 204606.8921 445655.6204, 204610.4462 445651.139900001, 204633.6374 445621.90420000104, 204638.3835 445615.920700001, 204647.8856 445603.941600001, 204680.471 445562.862400001, 204696.3561 445542.8358, 204704.2112 445532.933, 204718.6825 445514.691400001, 204744.4598 445482.1941, 204685.0707 445456.670299999, 204671.5005 445470.9, 204655.6064 445487.5656, 204625.2281 445519.4198, 204588.8358 445557.5789, 204574.7866 445575.2926, 204553.4693 445602.1701, 204498.2807 445671.7536, 204468.7373 445709.002800001, 204449.0131 445733.871200001, 204435.4459 445750.9769, 204413.4576 445778.700300001, 204373.7042 445828.8223, 204412.3946 445843.272700001, 204447.6082 445856.4243, 204511.6202 445880.130100001, 204512.7332 445880.543, 204552.1246 445895.137599999, 204562.4836 445898.96759999904, 204591.5151 445909.701099999, 204613.0158 445917.192399999, 204633.4954 445967.498, 204667.9899 446052.22969999904, 204666.8166 446054.9509, 204666.6368 446055.36779999896, 204663.6978 446062.182499999, 204657.9825 446075.637499999, 204657.7614 446076.1579, 204648.7202 446097.4427, 204636.886 446125.30220000097, 204636.8735 446125.33159999904, 204634.5263 446130.8561, 204631.461 446138.071900001, 204627.6751 446146.9847, 204615.7796 446174.98970000097, 204615.6074 446175.3934, 204615.5308 446175.5737, 204615.3261 446176.055600001, 204600.5652 446210.8025, 204590.239 446235.1142, 204589.8735 446235.9747, 204592.1649 446236.9157, 204637.4471 446255.888, 204667.4691 446243.454600001, 204694.8371 446232.119200001, 204736.133 446215.016000001, 204715.1457 446164.9114, 204711.5751 446156.3871, 204726.6474 446121.2137, 204737.6881 446095.4487, 204756.4814 446051.59160000103, 204774.7116 446009.04859999905))","37.51216823841516, 127.05377153085408",3282.0,309952.0,94878.0,115407.0,304659.0,71767.0,2973.0,69351.0,26999.0,32473.0,55600.0,26631.0,3,1
2020,2,2120214,19,105833.09485251587,157805.2926547137,143208.6148062464,143417.27472527474,251874.2203585888,185683.33140543668,744.0,303.0,0.0,303.0,3990.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,200.0,277099,35122,58161,50776,52334,55607,25100,42689,43155,43376,43710,43591,33214,27366,204834,447198,11680,"POLYGON ((204914.4422 447285.3192, 204914.6799 447280.4989, 204915.0984 447272.007200001, 204931.099 447235.03879999905, 204943.9592 447206.5152, 204945.4674 447203.17, 204955.5589 447180.786599999, 204954.7536 447179.944599999, 204955.7407 447177.72670000105, 204969.741 447146.759099999, 205010.5357 447052.692500001, 205014.3823 447043.82269999903, 204971.7434 446998.8533, 204938.9521 446971.352, 204940.8841 446966.9782, 204941.1942 446966.2621, 204850.4005 446926.629000001, 204833.5211 446965.3434, 204827.4517 446979.2633, 204811.8855 447014.9637, 204791.4227 447061.8948, 204774.0943 447101.6373, 204755.3518 447145.0987, 204752.7268 447150.3486, 204749.5397 447155.817500001, 204745.02360000001 447161.6304, 204739.5866 447166.692299999, 204732.0866 447171.5671, 204723.4455 447176.0669, 204714.6326 447179.4417, 204706.9296 447180.7546, 204697.5547 447180.3795, 204682.1258 447178.7783, 204667.3636 447267.35119999904, 204653.6503 447354.2893, 204682.193 447358.6897, 204692.2792 447360.8455, 204695.6458 447361.5649, 204704.9427 447364.5031, 204710.1616 447367.190199999, 204717.6829 447372.08190000104, 204763.3236 447282.6975, 204799.0521 447288.4113, 204865.0314 447432.6447, 204912.8024 447365.071900001, 204920.1466 447355.4471, 204927.9163 447345.2523, 204929.1282 447343.66290000104, 204929.9722 447342.53790000104, 204940.8417 447333.34400000103, 204931.0976 447320.631999999, 204922.4259 447309.3191, 204917.0981 447299.6632, 204916.4321 447296.066199999, 204914.4422 447285.3192))","37.524259282338384, 127.05468521734747",,,,,,,6926.0,41387.0,14700.0,18534.0,32393.0,14981.0,1,0
2020,2,2120215,71,62861.40643863179,206892.63658876336,179414.35783934375,146837.52546045504,197614.1464169633,107463.79430428726,3112.0,1894.0,0.0,1894.0,61656.0,26.0,0.0,291.0,474.0,131.0,195.0,12.0,273.0,3100750,467857,673415,577498,574542,540624,266816,508568,508675,507911,510282,489607,302069,273641,204984,445257,11680,"POLYGON ((205225.0337 445433.018200001, 205255.6477 445362.91520000104, 205253.8451 445362.217, 205252.1824 445361.571699999, 205293.8749 445260.1197, 205314.4316 445210.0995, 205329.867 445172.53999999905, 205343.8405 445138.53759999905, 205287.2653 445115.2728, 205231.1401 445092.1931, 205178.4249 445070.5154, 205147.0644 445057.619200001, 205146.3633 445057.3311, 205103.38 445039.6555, 205103.2774 445039.89440000104, 205086.6194 445032.996300001, 205086.6926 445032.825099999, 205046.3065 445016.294600001, 205031.6524 445010.29649999907, 204999.9661 444997.327, 204960.2181 444981.057600001, 204966.618 444943.72729999904, 204921.6394 444925.339, 204907.7169 444959.42600000097, 204897.8721 444955.369899999, 204871.1754 444944.3695, 204895.1787 444886.384099999, 204859.3559 444871.135, 204835.476 444929.596999999, 204803.7984 444916.5286, 204777.1228 444905.5243, 204747.9479 444976.545299999, 204728.4663 445023.9726, 204720.6404 445043.0252, 204709.3797 445070.4399, 204706.5346 445077.3629, 204680.3697 445141.0559, 204656.5671 445199.2981, 204649.8069 445215.8387, 204640.0016 445239.8313, 204623.602 445279.955800001, 204731.0143 445335.8431, 204733.3189 445359.3629, 204734.3496 445376.550799999, 204731.7864 445385.4877, 204728.5834 445392.70649999904, 204697.1396 445438.92909999896, 204685.0707 445456.670299999, 204744.4598 445482.1941, 204752.7789 445462.6251, 204766.7865 445429.674799999, 204777.5836 445404.276799999, 204809.1656 445417.268999999, 204795.7795 445449.750499999, 204786.0866 445473.270400001, 204776.699 445496.0494, 204814.5697 445512.324899999, 204842.4923 445524.325300001, 204887.7148 445543.762800001, 204888.6876 445544.1735, 204966.0704 445577.1118, 205024.5836 445599.5976, 205073.5669 445618.4033, 205133.952 445641.586100001, 205153.8482 445596.025699999, 205175.5762 445546.2706, 205225.0337 445433.018200001))","37.506770010092765, 127.05636895451428",,,,,,,36985.0,334258.0,89415.0,106996.0,232081.0,68905.0,7,0
2020,2,2120216,15,33701.593406593405,92255.6673992674,92715.67252747252,74505.47912087911,126570.17216117216,74528.32600732602,227.0,152.0,0.0,152.0,4934.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,197313,18577,40930,38227,39612,42631,17334,30433,30658,30927,31099,30938,23742,19515,205001,446821,11680,"POLYGON ((205123.811 446715.05700000003, 205141.1212 446675.57279999903, 205132.7345 446671.97859999904, 205148.8128 446635.3912, 205149.2132 446630.8849, 205097.3807 446610.251499999, 205096.8694 446611.387800001, 205083.0495 446642.099199999, 205078.9416 446651.2282, 205067.9729 446675.60359999904, 205039.0871 446661.3377, 205036.1864 446659.905200001, 204988.6577 446598.5009, 204988.5477 446598.35920000105, 204984.5778 446601.388900001, 204951.9835 446626.2632, 204951.7494 446627.244200001, 204945.5555 446653.1927, 204932.9859 446705.8519, 204909.9146 446700.6447, 204909.8729 446700.773, 204906.6195 446714.628599999, 204929.4438 446745.2008, 204912.3033 446784.65609999903, 204880.3894 446857.85000000003, 204852.7246 446921.29880000104, 204850.4005 446926.629000001, 204941.1942 446966.2621, 204940.8841 446966.9782, 204938.9521 446971.352, 204971.7434 446998.8533, 205014.3823 447043.82269999903, 205016.0393 447040.47880000103, 205038.4231 446989.281, 205059.001 446942.2138, 205067.4266 446922.9422, 205096.0849 446857.392999999, 205101.4499 446845.1218, 205115.6513 446812.6392, 205133.3431 446770.467, 205132.6938 446770.1808, 205105.0094 446757.979, 205111.0511 446744.16200000106, 205123.811 446715.05700000003))","37.52086161406612, 127.05657185968903",,,,,,,37307.0,276983.0,83117.0,103804.0,241980.0,68377.0,6,0
2020,2,2120217,18,89682.42735042736,113723.95787545788,124977.01343101345,116212.55982905984,208706.6330891331,148593.94566544567,3938.0,2041.0,0.0,2041.0,2779.0,99.0,31.0,314.0,265.0,213.0,65.0,19.0,47.0,1316823,244592,266430,204878,210897,252277,137751,199323,199270,199330,197848,194678,166622,159752,205119,444861,11680,"POLYGON ((205380.4146 445049.53989999904, 205392.1249 445021.044299999, 205410.1381 444941.2632, 205407.2669 444940.08379999903, 205402.6799 444938.1996, 205397.1746 444935.937999999, 205392.5257 444934.0284, 205387.9312 444932.141000001, 205382.2708 444929.8159, 205377.7682 444927.9662, 205373.0692 444926.036, 205367.5216 444923.757099999, 205364.2947 444922.431700001, 205388.5835 444868.09249999904, 205380.395 444838.873600001, 205380.302 444838.5396, 205307.3152 444865.301100001, 205303.473 444812.9056, 205301.6564 444788.141799999, 205312.83610000001 444753.1513, 205318.8322 444734.3815, 205323.4654 444719.8797, 205331.3155 444695.309499999, 205340.9982 444665.0033, 205318.0399 444662.373600001, 205267.629 444656.59940000105, 205250.5635 444649.57200000103, 205230.4874 444641.3048, 205203.0105 444629.989399999, 205175.6922 444618.7401, 205170.4773 444616.59259999904, 205157.747 444611.35040000104, 205147.5166 444607.137700001, 205140.0618 444604.067600001, 205091.9755 444584.266000001, 205066.5977 444645.3621, 205040.6419 444707.85119999904, 205003.3565 444692.592700001, 204974.4188 444680.749299999, 204968.371 444678.2742, 204947.2392 444669.626, 204933.1324 444663.8528, 204898.1899 444649.55330000096, 204879.3803 444641.8551, 204882.0378 444672.6359, 204883.0731 444684.628000001, 204886.7268 444726.9476, 204856.8123 444714.745200001, 204828.1864 444784.8071, 204824.3113 444787.26, 204852.2669 444798.6434, 204858.1998 444801.0595, 204886.1394 444812.436799999, 204902.0711 444818.926899999, 204920.068 444826.258300001, 204937.5516 444833.3815, 204956.1104 444840.9417, 204982.403 444851.65310000104, 205026.1144 444870.022600001, 205067.0498 444887.22509999905, 205069.8084 444888.384400001, 205107.5762 444904.2557, 205136.4786 444916.40200000105, 205119.8278 444955.345699999, 205105.371 444989.149499999, 205086.6926 445032.825099999, 205086.6194 445032.996300001, 205103.2774 445039.89440000104, 205103.38 445039.6555, 205146.3633 445057.3311, 205147.0644 445057.619200001, 205178.4249 445070.5154, 205231.1401 445092.1931, 205287.2653 445115.2728, 205343.8405 445138.53759999905, 205360.0251 445099.1548, 205380.4146 445049.53989999904))","37.50320129220644, 127.05789304626857",,,,,,,5080.0,79066.0,39099.0,51812.0,90254.0,38627.0,5,0
2020,2,2120218,24,7.367216117216117,108121.3118131868,106094.2358058608,89796.66391941393,105604.63827838827,21758.55815018315,19.0,11.0,0.0,11.0,290.0,,,,,,,,,39368,2335,7491,9153,9537,8668,2181,6113,6182,6237,6284,6247,4486,3822,205224,445843,11680,"POLYGON ((205380.616 445952.441500001, 205386.0852 445940.525699999, 205446.2919 445803.1468, 205474.0717 445739.376, 205153.8482 445596.025699999, 205133.952 445641.586100001, 205073.7603 445779.418, 205023.7188 445894.008199999, 204987.2016 445977.6284, 204973.0074 446010.1314, 204979.1006 446011.4486, 205008.451 446017.2689, 205037.9297 446022.862400001, 205067.1643 446029.6438, 205096.528 446035.771199999, 205125.8967 446041.8947, 205155.2858 446049.2816, 205162.5052 446051.096200001, 205179.2707 446054.7204, 205204.1046 446060.0888, 205219.5718 446063.4323, 205235.1032 446066.7897, 205250.7686 446070.176200001, 205266.3186 446073.53759999905, 205267.9149 446073.8827, 205324.5053 446086.1165, 205343.7569 446036.613299999, 205357.7763 446004.5448, 205371.6937 445972.4312, 205380.616 445952.441500001))","37.5120485682594, 127.0590875108244",,,,,,,11640.0,100012.0,51817.0,72089.0,121352.0,38901.0,3,0
2020,2,2120219,37,79271.54351054352,116835.01544401544,127863.23166023166,150742.2286902287,282345.15295515297,214806.58152658152,1115.0,446.0,0.0,446.0,17161.0,18.0,0.0,13.0,24.0,37.0,19.0,48.0,71.0,1035091,165458,180168,147158,173964,247358,120986,142804,142639,142827,143125,144038,165098,154559,205344,444397,11680,"POLYGON ((205291.4871 444553.879000001, 205306.4411 444518.9012, 205323.4896 444525.917300001, 205371.0145 444527.1292, 205375.942 444527.254799999, 205424.8368 444528.501700001, 205440.7102 444528.906400001, 205496.2981 444530.323899999, 205552.2063 444552.9087, 205582.8668 444565.2951, 205610.4588 444576.441400001, 205625.4425 444539.3638, 205681.0527 444562.1461, 205665.1545 444598.536599999, 205718.8598 444620.23189999897, 205721.5823 444564.168400001, 205723.7464 444519.604800001, 205736.0563 444524.619899999, 205718.7916 444445.533299999, 205689.3473 444433.5636, 205643.4227 444414.89430000103, 205557.283 444379.8772, 205550.8281 444377.2533, 205457.7169 444339.4027, 205426.6587 444326.777100001, 205428.0756 444323.45570000104, 205429.6456 444319.775800001, 205434.0157 444309.575999999, 205440.9067 444293.436799999, 205442.4762 444289.7665, 205450.1262 444271.886600001, 205455.5465 444259.20680000103, 205464.3067 444238.7172, 205464.9567 444237.187200001, 205473.5004 444217.204299999, 205477.3171 444208.2776, 205479.697 444203.657600001, 205480.8072 444201.067700001, 205463.7179 444193.670299999, 205446.0501 444180.41609999904, 205395.6933 444135.7227, 205380.0038 444173.02810000104, 205379.9728 444173.102, 205375.2732 444183.8139, 205354.08000000002 444232.120200001, 205352.675 444235.256999999, 205342.3849 444260.3092, 205330.8023 444288.508300001, 205229.4137 444248.174000001, 205183.675 444229.9781, 205137.4471 444211.5878, 205122.0248 444205.452400001, 205041.3719 444173.366900001, 205002.9381 444158.077, 204978.4923 444218.0722, 204978.5149 444218.0814, 204978.0574 444219.252800001, 204978.0149 444219.2359, 204965.5788 444249.55409999896, 204958.7611 444266.1753, 204951.8355 444283.0592, 205073.7237 444330.6198, 205058.7856 444344.626399999, 205084.8073 444355.149700001, 205127.9126 444372.5833, 205171.367 444390.1568, 205192.8776 444398.8561, 205223.1972 444411.1176, 205233.5921 444415.32159999904, 205250.2778 444422.069900001, 205251.3868 444422.517899999, 205267.1632 444428.8983, 205278.2404 444433.3783, 205283.6745 444435.5759, 205305.302 444444.3226, 205278.6002 444507.443600001, 205284.8191 444510.002699999, 205230.4874 444641.3048, 205250.5635 444649.57200000103, 205265.5526 444614.5339, 205269.6821 444604.880999999, 205291.4871 444553.879000001))","37.49901935242015, 127.06043430040828",,,,,,,15477.0,173345.0,148427.0,189066.0,295816.0,188484.0,7,0
2020,2,2120220,24,25981.31364468864,134068.10943223443,258365.89743589744,291201.1918498168,396300.4336080586,139280.41712454215,845.0,264.0,0.0,264.0,5578.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,508897,79371,88851,75749,89855,119405,55666,72034,71503,71241,72664,73071,77881,70504,205483,443898,11680,"POLYGON ((205523.6884 444100.7293, 205535.1597 444073.8499, 205545.669 444049.220000001, 205546.2652 444047.828400001, 205584.0803 443959.2213, 205608.0504 443933.83190000104, 205615.9906 443927.692, 205617.1606 443920.6921, 205619.6014 443906.1285, 205638.4908 443913.2333, 205670.8024 443925.421700001, 205735.228 443949.7029, 205755.9583 443957.515900001, 205807.9858 443977.1439, 205880.3784 444004.4549, 205890.9778 444008.4537, 205916.3677 443938.022700001, 205939.4986 443873.8585, 205954.7923 443831.4342, 205818.1327 443781.8715, 205795.2011 443843.8442, 205711.9349 443813.5503, 205651.0438 443790.491, 205638.9034 443819.3038, 205625.4602 443811.565300001, 205608.346 443801.615700001, 205522.2387 443752.2062, 205472.0463 443723.40509999904, 205450.6907 443710.66259999905, 205335.472 443641.9132, 205326.0422 443658.2566, 205289.0027 443722.453199999, 205287.1598 443721.348200001, 205280.3151 443717.4373, 205222.4839 443684.3939, 205168.5299 443653.5659, 205152.6311 443644.48169999896, 205120.6707 443626.2203, 205065.3773 443594.6416, 205053.2121 443587.694, 205044.2977 443605.2392, 205039.2825 443615.710999999, 205052.5526 443622.9476, 205044.6063 443642.9307, 205043.5835 443645.3684, 205032.0966 443672.7478, 205030.7723 443675.9397, 205031.7027 443676.47540000104, 205074.7778 443701.28790000104, 205124.5244 443729.943399999, 205162.0272 443751.5463, 205228.5324 443789.8554, 205234.7644 443793.4452, 205345.1522 443857.0321, 205402.9251 443890.310900001, 205432.8981 443907.576199999, 205445.6812 443914.9397, 205441.2998 443922.3838, 205428.9072 443944.0699, 205464.092 443964.53989999904, 205457.2839 443978.13649999903, 205453.2784 443989.1514, 205447.8068 444003.346999999, 205446.6215 444019.107899999, 205447.8703 444030.807800001, 205450.2733 444049.633400001, 205449.8727 444056.2423, 205450.3099 444057.119100001, 205449.74 444061.0787, 205443.0098 444074.258199999, 205427.8798 444086.418199999, 205420.3004 444078.5985, 205410.1805 444092.998299999, 205398.7199 444084.9483, 205324.0213 444062.096899999, 205310.2712 444093.2458, 205309.3845 444096.07269999903, 205312.9275 444097.945599999, 205340.3485 444108.373500001, 205383.2705 444124.6965, 205395.6933 444135.7227, 205446.0501 444180.41609999904, 205463.7179 444193.670299999, 205480.8072 444201.067700001, 205484.8472 444191.607799999, 205490.528 444178.3265, 205497.5802 444161.8281, 205501.7467 444152.08070000104, 205503.4875 444148.008300001, 205518.8064 444112.169500001, 205521.3584 444106.199100001, 205523.6884 444100.7293))","37.49452251741251, 127.06200250745094",9011.0,434787.0,202322.0,250066.0,441162.0,193679.0,14591.0,114940.0,90439.0,123002.0,176676.0,88205.0,5,1
